,target_var,condition_var,condition_val,prob,prob_std
0,X11,X24,False,0.28259046541319954,0.011827272582373153
1,X11,X24,True,0.26345201002226937,0.005799931848298287
2,X11,X6,False,0.2693270378642612,0.002900828917821248
3,X11,X6,True,0.26295488079388935,0.004441544413566586
4,X15,X84,False,0.4989885290463765,0.015190899372100834
5,X15,X84,True,0.32545021176338196,0.0
6,X2,X39,False,0.0031594448308977815,0.00033191454467800967
7,X2,X39,True,0.2882882025506761,0.003884785101134596
8,X21,X30,False,0.3642321228981018,0.0
9,X21,X30,True,0.3377739389737447,0.006558343768119819
10,X21,X89,False,0.2802756792969174,0.008355905612309774
11,X21,X89,True,0.3288939297199249,0.0
12,X24,X11,False,0.17093275487422943,0.0
13,X24,X11,True,0.18029646575450897,0.00018538534641266072
14,X24,X79,False,0.18544612493779924,4.9918325518966714e-05
15,X24,X79,True,0.18253781563705868,0.001373508517218602
16,X28,X9,False,0.42500410146183437,0.0006423345833133344
17,X28,X9,True,0.41818750235769486,0.005635822990818399
18,X30,X21,False,0.35522932807604474,0.003887072205543513
19,X30,X21,True,0.3449605703353882,0.0011325627565383896
20,X30,X91,False,0.37851855158805847,0.0
21,X30,X91,True,0.35367709398269653,0.0
22,X34,X78,False,0.843314958943261,0.0019513567288716612
23,X34,X78,True,0.8370262384414673,0.0009579062461852993
24,X39,X2,False,0.6427590979470147,0.010311702887217203
25,X39,X2,True,0.9812167750464545,0.0004359327877096222
26,X39,X81,False,0.769382506608963,0.3165701776742935
27,X39,X81,True,0.668991227944692,0.012545749279960603
28,X39,X84,False,0.996805919541253,6.405512491862579e-05
29,X39,X84,True,0.17635318636894226,0.0
30,X39,X99,False,0.6444343328475952,0.020987033843994137
31,X39,X99,True,0.9864845871925354,0.0021914541721344007
32,X41,X44,False,0.5708399812380472,0.00846150517463684
33,X41,X44,True,0.5567013621330261,0.008245021104812629
34,X41,X90,False,0.5787286162376404,0.0
35,X41,X90,True,0.5174641542964511,0.002656335651914821
36,X41,X93,False,0.5874968767166138,0.0
37,X41,X93,True,0.5825592014524672,0.0036192933718363646
38,X44,X41,False,0.4130861461162567,0.002492576837539672
39,X44,X41,True,0.41337120201852584,0.0001430610815683973
40,X44,X45,False,0.3949224485291375,0.0013361473878224566
41,X44,X45,True,0.38581589195463395,0.0001425047715504966
42,X44,X90,False,0.4138188560803731,0.01340694599324147
43,X44,X90,True,0.4185391068458557,0.0
44,X45,X44,False,0.46469470858573914,0.0
45,X45,X44,True,0.4436827103296916,0.0005414634943008412
46,X45,X70,False,0.420406699180603,0.0
47,X45,X70,True,0.41499701473448014,0.0003917713960011832
48,X45,X82,False,0.4258130258984036,0.0012800958936819446
49,X45,X82,True,0.41316914558410645,0.0
50,X45,X90,False,0.42032791177431744,0.0002629160881042515
51,X45,X90,True,0.4351186288727654,0.0007143007659605015
52,X46,X79,False,0.3355662491586473,0.003694941707572167
53,X46,X79,True,0.34090902739100987,0.0021458374886636554
54,X54,X93,False,0.4960356652736664,0.0
55,X54,X93,True,0.4853866265879737,0.0006529798452482575
56,X6,X11,False,0.8597501715024313,0.0011401772499084403
57,X6,X11,True,0.8483090268241035,0.0017826358477274573
58,X70,X45,False,0.7318882346153259,0.0
59,X70,X45,True,0.6861396365695529,0.009173949014136906
60,X70,X93,False,0.7401963075002035,0.004447400569915778
61,X70,X93,True,0.715210047033098,0.0053961674372354895
62,X78,X34,False,0.18091639379660288,0.0060959532856941214
63,X78,X34,True,0.15635779831144545,0.004474086838738837
64,X79,X24,False,0.892910381158193,0.0029163360595703238
65,X79,X24,True,0.8891410231590271,0.0
66,X79,X46,False,0.8913540840148926,0.0
67,X79,X46,True,0.895562469959259,0.0
68,X81,X39,False,0.9351441860198975,0.0
69,X81,X39,True,0.8410499427053664,0.004140362722483213
70,X82,X45,False,0.508315834734175,0.042760769526163735
71,X82,X45,True,0.4975247581799825,0.0015351609930626116
72,X84,X15,False,0.4969419737656911,0.006390303373336793
73,X84,X15,True,0.11549493504895104,0.006737463384023734
74,X84,X39,False,0.9799930784437392,0.0006186438993781612
75,X84,X39,True,0.010417770594358444,0.00047578196972608566
76,X89,X21,False,0.5698819160461426,0.0
77,X89,X21,True,0.5773371590508355,0.002278462404061145
78,X9,X28,False,0.13612490395704904,8.523464202882594e-06
79,X9,X28,True,0.13475900888442993,0.0
80,X90,X41,False,0.7978590726852417,0.0
81,X90,X41,True,0.8245086669921875,0.0007484397722668948
82,X90,X44,False,0.84125155210495,0.0
83,X90,X44,True,0.8224061131477356,0.0005500316619873047
84,X90,X45,False,0.8218088414933946,0.0010322455266192569
85,X90,X45,True,0.8392148613929749,0.0
86,X90,X93,False,0.8344663977622986,0.0
87,X90,X93,True,0.8331324656804403,0.0004984736442565831
88,X91,X30,False,0.5332506961292691,0.0035845523606301433
89,X91,X30,True,0.5025085939301385,0.007131447158159247
90,X93,X41,False,0.4590004583199819,0.002512678503990172
91,X93,X41,True,0.4512812826368544,0.0025252313273529704
92,X93,X54,False,0.45123347640037537,0.0
93,X93,X54,True,0.45701774292522007,0.0005003412564595539
94,X93,X70,False,0.4525229202376472,0.0014788309733073047
95,X93,X70,True,0.44324713945388794,0.0
96,X93,X90,False,0.4617947240670522,0.006731778383255003
97,X93,X90,True,0.4466833670934041,0.0030462235453612343
98,X99,X39,False,0.04264166371689902,0.005753988857599889
99,X99,X39,True,0.6515192124578688,0.013644175848389398
