,target_var,condition_var,condition_val,prob,prob_std
0,X10,X61,False,0.935167521238327,0.0053875392321866495
1,X10,X61,True,0.866136372089386,0.0
2,X17,X50,False,0.15213264375925065,0.01021152979266982
3,X17,X50,True,0.8278394222259522,0.001324644979246343
4,X17,X82,False,0.19212110638618468,0.03576130389237584
5,X17,X82,True,0.9998016119003296,4.66426816162242e-06
6,X21,X24,False,0.14296281933784485,0.00041722729321082736
7,X21,X24,True,0.12969296276569367,0.000399128145345907
8,X24,X21,False,0.740593284368515,0.024052508030102504
9,X24,X21,True,0.7683794140815735,0.0002625234388743786
10,X24,X61,False,0.7756636261940002,0.005500425838766927
11,X24,X61,True,0.7745634019374847,0.0032455165376760135
12,X29,X49,False,0.4601317584514618,0.006713685820044686
13,X29,X49,True,0.5366325378417969,0.0
14,X3,X66,False,0.5911655426025391,0.0
15,X3,X66,True,0.5614946067333222,0.013965657488657114
16,X3,X76,False,0.6234877109527588,0.0
17,X3,X76,True,0.49839028120040896,0.010588265105647811
18,X42,X50,False,0.022817549109458924,0.0030390641104412553
19,X42,X50,True,0.8070617556571961,0.000993625099262213
20,X42,X63,False,0.9728916108608245,0.007356116707723693
21,X42,X63,True,0.1408515304327011,0.004720737405846022
22,X42,X66,False,0.7803813934326171,0.00488464043636723
23,X42,X66,True,0.5778848111629487,0.0010744803921203592
24,X42,X71,False,0.0007400048547424376,8.58099228194877e-06
25,X42,X71,True,0.9984362721443176,0.0
26,X42,X82,False,0.02092898078262806,0.002476078275357115
27,X42,X82,True,0.995086407661438,8.487816382997537e-05
28,X42,X9,False,0.5870969891548157,0.0
29,X42,X9,True,0.6697731912136078,0.0004890283625007141
30,X49,X29,False,0.23038082122802733,0.001924471285128691
31,X49,X29,True,0.22643330693244934,0.0
32,X49,X82,False,0.24999579340219497,0.004534482020845122
33,X49,X82,True,0.2321356162428856,0.0018450851531001272
34,X5,X82,False,0.7711488366127014,0.0006005931816315959
35,X5,X82,True,0.7772255539894104,0.0
36,X50,X17,False,0.30248138308525085,0.03990220165862593
37,X50,X17,True,0.9562972784042358,0.0011415366889556166
38,X50,X42,False,0.4291720151901245,0.09810667506210231
39,X50,X42,True,0.9997299373149872,1.2798229046216115e-05
40,X50,X66,False,0.7712973892688751,0.0006544060592853129
41,X50,X66,True,0.7429566144943237,0.0033540953653619153
42,X50,X82,False,0.3244268000125885,0.0
43,X50,X82,True,0.9994058191776276,2.3881231519182163e-05
44,X51,X9,False,0.3152865767478943,0.0
45,X51,X9,True,0.317605522274971,0.0005612277893444506
46,X54,X97,False,0.5890995860099792,0.009800603587071223
47,X54,X97,True,0.5924821496009827,0.0008006993677447812
48,X61,X10,False,0.9330783128738404,0.0018413365650591527
49,X61,X10,True,0.8371149897575378,0.0
50,X61,X24,False,0.8641016840934753,0.026707321755220552
51,X61,X24,True,0.9793164849281311,0.0022750564214738677
52,X63,X42,False,0.9722692728042602,0.0002427202673109644
53,X63,X42,True,0.08756560906767845,8.233369038069634e-05
54,X63,X71,False,0.9752097249031066,0.0005302727785783061
55,X63,X71,True,0.08746575862169266,0.0003588967203804593
56,X63,X82,False,0.958771139383316,0.0026634075925951687
57,X63,X82,True,0.1156747967004776,0.002190944349134181
58,X66,X3,False,0.5641645789146423,0.0
59,X66,X3,True,0.530117529630661,0.0026950356166592594
60,X66,X42,False,0.779582142829895,0.0
61,X66,X42,True,0.3775379955768585,0.0
62,X66,X50,False,0.5736315250396729,0.0025898036390968318
63,X66,X50,True,0.5178743302822113,0.000573155839341606
64,X71,X42,False,0.0009848217421676963,0.00024559585737397545
65,X71,X42,True,0.998798382282257,7.263010690909543e-06
66,X71,X63,False,0.9744842886924744,0.0013699739436812872
67,X71,X63,True,0.12076950371265412,0.0039157107052376055
68,X71,X82,False,0.031589945405721666,0.0008364274111248972
69,X71,X82,True,0.995946055650711,0.0005038053964295457
70,X71,X9,False,0.5594955384731293,0.0008716555261283352
71,X71,X9,True,0.6460211336612701,0.0005088945302181567
72,X76,X3,False,0.5855386257171631,0.0
73,X76,X3,True,0.3452426016330719,0.0002831317593213465
74,X82,X17,False,0.02961285337805748,0.0057816431664255135
75,X82,X17,True,0.7935393154621124,0.009808063398744987
76,X82,X42,False,0.010479194577783346,0.004987224976144474
77,X82,X42,True,0.9660013616085052,0.006807672132557156
78,X82,X49,False,0.5746381282806396,0.0
79,X82,X49,True,0.5700494647026062,0.00041244806320810736
80,X82,X5,False,0.5813971519470215,0.005028757620811633
81,X82,X5,True,0.6507175862789154,0.33461848480475914
82,X82,X50,False,0.5257545828819274,0.0014629311949099122
83,X82,X50,True,0.6035191416740417,0.0
84,X82,X63,False,0.9283628821372986,0.0031245414162674907
85,X82,X63,True,0.11325724795460701,0.010322014644748195
86,X82,X71,False,0.0185320395976305,0.0
87,X82,X71,True,0.9929097533226013,0.000483957774653945
88,X82,X90,False,0.10968367904424667,0.010150706148042343
89,X82,X90,True,0.6855037569999695,0.030781456082664357
90,X9,X42,False,0.6139743328094482,0.03320885980797328
91,X9,X42,True,0.858556580543518,0.0005077728133391089
92,X9,X51,False,0.8016609013080597,0.002007550187747919
93,X9,X51,True,0.8034236788749695,0.0024732725127629518
94,X9,X71,False,0.6233768463134766,0.0
95,X9,X71,True,0.8470661759376525,0.0002619968592557783
96,X90,X82,False,0.14843792617321014,0.01622389463710363
97,X90,X82,True,0.9823607802391052,0.00012817077689853884
98,X97,X54,False,0.2987006902694702,0.0
99,X97,X54,True,0.29458504915237427,0.0
