,target_var,condition_var,condition_val,prob,prob_std
0,X0,X32,False,0.6750020810535976,0.00882824241944979
1,X0,X32,True,0.8227814435958862,0.0
2,X13,X52,False,0.010849015388105596,0.0030621373538616057
3,X13,X52,True,0.7921766213008335,0.013205950350257296
4,X14,X65,False,0.02555355429649353,0.0
5,X14,X65,True,0.39244213700294495,0.0
6,X14,X80,False,0.6168680191040039,0.0
7,X14,X80,True,0.046586095222405026,0.008559728773304801
8,X21,X26,False,0.3657822906970978,0.0
9,X21,X26,True,0.988166332244873,0.0
10,X21,X62,False,0.467032607112612,0.006142835809511631
11,X21,X62,True,0.8687313454491752,0.000765373327071936
12,X21,X80,False,0.9602079391479492,0.0
13,X21,X80,True,0.18389470875263214,0.0
14,X26,X21,False,0.003953352603795273,0.0011995851630054876
15,X26,X21,True,0.6832382678985596,0.0
16,X26,X62,False,0.17479905911854335,0.01780405775094669
17,X26,X62,True,0.8932112540517535,0.02105074339805084
18,X26,X74,False,0.6029037237167358,0.0
19,X26,X74,True,0.01931213214993477,0.0
20,X26,X9,False,0.7866648265293666,0.01760250477047249
21,X26,X9,True,0.07447376102209091,0.0
22,X32,X0,False,0.39891851799828665,0.002132343534151994
23,X32,X0,True,0.6185084325926644,0.0005354962391593678
24,X32,X40,False,0.6872624329158238,0.008783452923017826
25,X32,X40,True,0.0012896389401118671,0.00032538106109081065
26,X38,X49,False,0.9967246651649475,0.0
27,X38,X49,True,0.004149038278098617,9.214324807701343e-05
28,X38,X58,False,0.2036213959966387,0.0015141644887054818
29,X38,X58,True,0.9923149177006313,0.0012937765969348691
30,X38,X7,False,0.30849712235586985,0.006952701259637081
31,X38,X7,True,0.9101734161376953,0.012471024515621286
32,X40,X32,False,0.6069385409355164,0.0
33,X40,X32,True,0.032388895750045776,0.0
34,X40,X50,False,0.2579783286367144,0.00047597281021483697
35,X40,X50,True,0.40216683064188274,0.008126065268568612
36,X45,X70,False,0.7634873049599784,0.07125526086455612
37,X45,X70,True,0.9874144196510315,0.0028409486930864214
38,X48,X56,False,0.17649841521467483,0.011956684226373424
39,X48,X56,True,0.8487185750688825,0.00010089270332629268
40,X49,X38,False,0.999922377722604,8.56080649753685e-06
41,X49,X38,True,0.00022365146183541844,8.281533066007039e-06
42,X49,X7,False,0.778230973652431,0.004385850734909115
43,X49,X7,True,0.0002490394316347582,7.176400124649267e-06
44,X50,X40,False,0.16447951538222177,0.0018279369465688993
45,X50,X40,True,0.7219048738479614,0.0
46,X50,X97,False,0.24381960928440094,0.0
47,X50,X97,True,0.4101188906601497,0.014767126057708723
48,X52,X13,False,0.4640848636627197,0.0
49,X52,X13,True,0.9978447471346173,2.1311902491252252e-05
50,X53,X7,False,0.7889345117977687,0.010095060720971433
51,X53,X7,True,0.005264985840767622,0.0
52,X53,X9,False,0.06967725604772568,0.0
53,X53,X9,True,0.788373521396092,0.0004382099628184947
54,X56,X48,False,0.3286333807877132,0.00443643521140904
55,X56,X48,True,0.7077544672148568,0.0032849605542218034
56,X56,X61,False,0.6262813040188381,0.003014304025782915
57,X56,X61,True,0.0817695792232241,0.0047936430963900585
58,X58,X38,False,0.002372650196775794,0.0
59,X58,X38,True,0.6990657619067601,0.0031072124409667256
60,X61,X56,False,0.49351910182407926,0.0014120325011507072
61,X61,X56,True,0.003633619352642979,0.00030688059302333523
62,X62,X21,False,0.0639649076121194,9.707503999452302e-05
63,X62,X21,True,0.441160649061203,0.0
64,X62,X26,False,0.061320435255765915,0.0
65,X62,X26,True,0.5231968079294477,0.02318278627054286
66,X65,X14,False,0.7613741329738072,0.0018903837737248685
67,X65,X14,True,0.7074934073856899,0.062389738462500254
68,X65,X70,False,0.9957618287631443,0.00035366251728099465
69,X65,X70,True,0.25355697103909086,0.0010073128663461192
70,X7,X38,False,0.08267564432961601,0.00021861314776673273
71,X7,X38,True,0.590178906917572,0.0
72,X7,X49,False,0.7063206519399371,0.0019514841763586077
73,X7,X49,True,0.0045333849266171455,0.0
74,X7,X53,False,0.6684640645980835,0.0
75,X7,X53,True,0.009663067758083344,0.0
76,X70,X45,False,0.0035637241921254565,0.001063193398187166
77,X70,X45,True,0.581296946321215,0.3907776278292051
78,X70,X65,False,0.9547344446182251,0.034386809318930726
79,X70,X65,True,0.15923418530396052,0.057015804673636095
80,X70,X80,False,0.5089607238769531,0.0
81,X70,X80,True,0.3554188779422215,0.008429142504964621
82,X71,X79,False,0.5941665768623352,0.0
83,X71,X79,True,0.044244968997580666,0.0006927170885267126
84,X74,X26,False,0.45862480998039246,0.0
85,X74,X26,True,0.05240694433450699,0.0
86,X79,X71,False,0.8913418650627136,0.0
87,X79,X71,True,0.008911914192140102,0.0
88,X80,X14,False,0.9268500975200108,0.0036616596949431116
89,X80,X14,True,0.12484177734170641,0.00019585660917901705
90,X80,X21,False,0.9956744228090558,0.00032309249093936325
91,X80,X21,True,0.06729329377412796,0.0
92,X80,X70,False,0.6043576736535344,0.24581180718043755
93,X80,X70,True,0.7257647684642247,0.15257844555969813
94,X9,X26,False,0.8881445271628243,0.005666133055441366
95,X9,X26,True,0.2956359258719853,0.001507297433334418
96,X9,X53,False,0.22481919186455862,0.008214888075129151
97,X9,X53,True,0.9068297743797302,0.0
98,X97,X50,False,0.32321277260780334,0.0
99,X97,X50,True,0.6715711014611381,0.031662140171397485
