,target_var,condition_var,condition_val,prob,prob_std
0,X1,X74,False,0.06268535554409027,
1,X1,X74,True,0.05841299518942833,
2,X21,X60,False,0.21412310004234314,
3,X21,X60,True,0.20007523894309998,
4,X23,X35,False,0.6228440403938293,
5,X23,X35,True,0.6210553050041199,
6,X26,X9,False,0.015040228143334389,
7,X26,X9,True,0.014729914255440235,
8,X3,X57,False,0.977770984172821,
9,X3,X57,True,0.97292160987854,
10,X33,X60,False,0.31381475925445557,
11,X33,X60,True,0.32838767766952515,
12,X33,X80,False,0.19114743173122406,
13,X33,X80,True,0.3398396074771881,
14,X35,X23,False,0.4123136103153229,
15,X35,X23,True,0.4035797119140625,
16,X35,X58,False,0.4236568808555603,
17,X35,X58,True,0.40829843282699585,
18,X36,X51,False,0.9551894068717957,
19,X36,X51,True,0.9659966826438904,
20,X4,X76,False,0.3072987496852875,
21,X4,X76,True,0.317212849855423,
22,X51,X36,False,0.43407142162323,
23,X51,X36,True,0.3936481475830078,
24,X51,X99,False,0.4454110264778137,
25,X51,X99,True,0.42757174372673035,
26,X53,X8,False,0.520028829574585,
27,X53,X8,True,0.5003471374511719,
28,X56,X89,False,0.38868579268455505,
29,X56,X89,True,0.4189409017562866,
30,X56,X99,False,0.3936558663845062,
31,X56,X99,True,0.3871876299381256,
32,X57,X3,False,0.9643977284431458,
33,X57,X3,True,0.9703722596168518,
34,X58,X35,False,0.38936737179756165,
35,X58,X35,True,0.3795126974582672,
36,X58,X89,False,0.3866736590862274,
37,X58,X89,True,0.39864808320999146,
38,X58,X90,False,0.40209513902664185,
39,X58,X90,True,0.38674649596214294,
40,X58,X99,False,0.39450526237487793,
41,X58,X99,True,0.399424284696579,
42,X60,X21,False,0.7155317664146423,
43,X60,X21,True,0.37683361768722534,
44,X60,X33,False,0.690280020236969,
45,X60,X33,True,0.6179970502853394,
46,X60,X80,False,0.8018754124641418,
47,X60,X80,True,0.31829702854156494,
48,X60,X85,False,0.7020345330238342,
49,X60,X85,True,0.6020060777664185,
50,X61,X65,False,0.32019469141960144,
51,X61,X65,True,0.266085684299469,
52,X61,X78,False,0.25769245624542236,
53,X61,X78,True,0.26689863204956055,
54,X65,X61,False,0.7303591370582581,
55,X65,X61,True,0.7270419001579285,
56,X72,X80,False,0.9111518859863281,
57,X72,X80,True,0.8915950059890747,
58,X72,X85,False,0.8709691762924194,
59,X72,X85,True,0.844090461730957,
60,X74,X1,False,0.5012314319610596,
61,X74,X1,True,0.46532484889030457,
62,X76,X4,False,0.07453090697526932,
63,X76,X4,True,0.07565892487764359,
64,X77,X8,False,0.27853265404701233,
65,X77,X8,True,0.2515976130962372,
66,X78,X61,False,0.42021849751472473,
67,X78,X61,True,0.3961801826953888,
68,X78,X90,False,0.4018805921077728,
69,X78,X90,True,0.39237186312675476,
70,X8,X53,False,0.14208419620990753,
71,X8,X53,True,0.14265163242816925,
72,X8,X77,False,0.12191466242074966,
73,X8,X77,True,0.12387839704751968,
74,X80,X33,False,0.25288623571395874,
75,X80,X33,True,0.2935124635696411,
76,X80,X60,False,0.280487596988678,
77,X80,X60,True,0.34067580103874207,
78,X80,X72,False,0.23933909833431244,
79,X80,X72,True,0.27969610691070557,
80,X85,X60,False,0.2958424389362335,
81,X85,X60,True,0.31046485900878906,
82,X85,X72,False,0.2921803593635559,
83,X85,X72,True,0.2844001352787018,
84,X89,X56,False,0.6382953524589539,
85,X89,X56,True,0.588010311126709,
86,X89,X58,False,0.5999336242675781,
87,X89,X58,True,0.5868399143218994,
88,X9,X26,False,0.054121002554893494,
89,X9,X26,True,0.05766290798783302,
90,X90,X58,False,0.5382471084594727,
91,X90,X58,True,0.5197550654411316,
92,X90,X78,False,0.5221741199493408,
93,X90,X78,True,0.5325860977172852,
94,X99,X51,False,0.36945077776908875,
95,X99,X51,True,0.3660774827003479,
96,X99,X56,False,0.34207168221473694,
97,X99,X56,True,0.3511965274810791,
98,X99,X58,False,0.39882025122642517,
99,X99,X58,True,0.38959845900535583,
