,target_var,condition_var,condition_val,prob,prob_std
0,X0,X40,False,0.8494737148284912,4.0273268623506704e-05
1,X0,X40,True,0.8585520029067993,0.0012195621653697903
2,X12,X93,False,0.8281135052442551,0.27388452363921395
3,X12,X93,True,0.09916259460151196,0.2623133848828775
4,X17,X44,False,0.2783366233110428,0.00045889850290589944
5,X17,X44,True,0.325247597694397,0.012182515378625053
6,X18,X62,False,0.024497111234813927,0.031146979119885634
7,X18,X62,True,0.02554046902805567,0.03198364706713717
8,X18,X88,False,0.0030222679662983863,0.003907076180120923
9,X18,X88,True,0.24394115805625916,0.0
10,X21,X8,False,0.394880211353302,0.016450103492567113
11,X21,X8,True,0.4045951247215271,0.01556970847866103
12,X24,X93,False,0.9402670860290527,0.0
13,X24,X93,True,0.5712140202522278,0.0
14,X25,X32,False,0.21212984025478362,0.0009085476729672294
15,X25,X32,True,0.21656500101089476,0.0017234865644246292
16,X29,X62,False,0.7064895331859589,0.0028545328393232853
17,X29,X62,True,0.7139955401420593,0.00216732223303993
18,X29,X64,False,0.7285955250263214,0.0060905936407624475
19,X29,X64,True,0.6974871754646301,0.0
20,X29,X88,False,0.7662299275398254,0.0
21,X29,X88,True,0.6451046466827393,0.0
22,X32,X25,False,0.4086725652217865,0.004990960141586299
23,X32,X25,True,0.4258636236190796,0.006419188328595421
24,X35,X6,False,0.9012460708618164,0.0
25,X35,X6,True,0.013982954435050488,0.0
26,X37,X76,False,0.40890143513679506,0.0015352597235204846
27,X37,X76,True,0.4528663992881775,0.0023681444262042012
28,X40,X0,False,0.46181138753890993,2.5583892329949917e-05
29,X40,X0,True,0.4608548402786255,0.00020900632668168775
30,X40,X70,False,0.4600176215171814,0.0021198127093961044
31,X40,X70,True,0.4848722547292709,0.0010984141336985989
32,X40,X89,False,0.45365742444992063,0.002048545987711785
33,X40,X89,True,0.4586751461029053,0.0014423610417939308
34,X42,X71,False,0.022979086637496947,0.0002457674647029368
35,X42,X71,True,0.025302915275096892,0.00031983192722353316
36,X44,X17,False,0.27382826805114746,0.0014202984469920883
37,X44,X17,True,0.37463785111904147,0.012242969733893931
38,X49,X67,False,0.10025881850742735,0.10509381046994684
39,X49,X67,True,0.0005349997081793845,0.0
40,X6,X35,False,0.5244137298315763,0.33992529729382437
41,X6,X35,True,0.004870161879807711,0.0
42,X6,X8,False,0.0012937566498294473,0.0
43,X6,X8,True,0.3977686045691371,0.39401608090710327
44,X62,X18,False,0.6776254892349243,0.00441337221606436
45,X62,X18,True,0.6563429296016693,0.005321367927172171
46,X62,X29,False,0.6801192700862885,0.009096388210973859
47,X62,X29,True,0.6857642650604248,0.005416212562577578
48,X62,X64,False,0.7034213542938232,0.0
49,X62,X64,True,0.6812213122844696,0.0044914621467541695
50,X62,X88,False,0.7031804323196411,0.0039408744167566635
51,X62,X88,True,0.6606124043464661,0.0
52,X64,X29,False,0.1476469285786152,0.2145076809273655
53,X64,X29,True,0.058452941849827765,0.13842082364495328
54,X64,X62,False,0.19503100588917732,0.23236786198151407
55,X64,X62,True,0.23887143516913056,0.2357162895049396
56,X64,X88,False,0.0406072162091732,0.10670012904627188
57,X64,X88,True,0.710128265619278,0.34155937553425175
58,X67,X49,False,0.7772819757461548,0.24840672718300175
59,X67,X49,True,0.05300206318497658,0.0
60,X70,X40,False,0.8176170468330384,3.879050865546501e-05
61,X70,X40,True,0.8438109636306763,0.00028891201004422544
62,X70,X89,False,0.8373767971992493,0.0008766378509362106
63,X70,X89,True,0.8380625903606415,0.0006866749372338831
64,X71,X42,False,0.173296257853508,0.0
65,X71,X42,True,0.17032785713672638,0.0
66,X76,X37,False,0.47870588302612305,0.0
67,X76,X37,True,0.5209015488624573,0.007398220307020057
68,X77,X93,False,0.0006087383953854442,0.0
69,X77,X93,True,0.9467834234237671,0.0
70,X8,X21,False,0.5706086456775665,0.00426981466305679
71,X8,X21,True,0.5960007011890411,0.0016354025672942918
72,X8,X6,False,0.4854728072881699,0.1102663843141748
73,X8,X6,True,0.8902131915092468,0.0
74,X8,X83,False,0.6892723143100739,0.004769869179397673
75,X8,X83,True,0.5385324358940125,0.0
76,X8,X90,False,0.5570754945278168,0.012387173357890684
77,X8,X90,True,0.5703369498252868,0.011044897437119724
78,X83,X8,False,0.8123510181903839,0.14368292790233286
79,X83,X8,True,0.49166253954172134,0.3642055166923849
80,X88,X18,False,0.2781277298927307,0.0
81,X88,X18,True,0.5898972749710083,0.0
82,X88,X29,False,0.24800993055105208,0.2424227392421691
83,X88,X29,True,0.3504338189959526,0.27154801906868314
84,X88,X62,False,0.17763132452964783,0.21930610204029663
85,X88,X62,True,0.1806540310382843,0.22962141182271495
86,X88,X64,False,0.15279465019702912,0.29625833645228444
87,X88,X64,True,0.9114504456520081,0.0
88,X89,X40,False,0.18687984347343445,0.0014556493355753221
89,X89,X40,True,0.1836894705891609,0.0019655499554965352
90,X89,X70,False,0.2061932936310768,0.0022040802830459692
91,X89,X70,True,0.2012682557106018,0.0038075266073880443
92,X90,X8,False,0.6297657132148743,0.0015446213477444313
93,X90,X8,True,0.6335774064064026,0.0012379789156905352
94,X93,X12,False,0.7728871136903763,0.37295132033647005
95,X93,X12,True,0.002727901330217719,0.0
96,X93,X24,False,0.6085367798805237,0.0
97,X93,X24,True,0.07182303462177515,0.17738800829472226
98,X93,X77,False,0.003439880209043622,0.0
99,X93,X77,True,0.958321213722229,0.0
