,target_var,condition_var,condition_val,prob,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars
0,X68,X45,0,0.9601073861122131,0.0,1.0,83.0,1.0,"['X94', 'X17', 'X72', 'X7', 'X50', 'X33', 'X19', 'X29', 'X15', 'X27', 'X64', 'X6', 'X36', 'X31', 'X88', 'X59', 'X38', 'X53', 'X0', 'X96', 'X75', 'X28', 'X90', 'X84', 'X13', 'X92', 'X79', 'X37', 'X48', 'X54', 'X9', 'X63', 'X57', 'X76', 'X87', 'X70', 'X18', 'X47', 'X25', 'X21', 'X82', 'X77', 'X14', 'X40', 'X26', 'X86', 'X61', 'X23', 'X52', 'X11', 'X39', 'X73', 'X83', 'X34', 'X16', 'X71', 'X62', 'X24', 'X20', 'X55', 'X46', 'X10', 'X60', 'X78', 'X35', 'X22', 'X99', 'X58', 'X43', 'X12', 'X4', 'X81', 'X51', 'X42', 'X95', 'X67', 'X69', 'X8', 'X93', 'X44', 'X1', 'X49', 'X65']"
1,X68,X45,1,,,0.0,,,[]
2,X80,X49,0,0.009280430153012276,0.0,1.0,85.0,1.0,"['X94', 'X17', 'X72', 'X5', 'X7', 'X50', 'X33', 'X19', 'X29', 'X15', 'X27', 'X64', 'X6', 'X36', 'X3', 'X31', 'X97', 'X88', 'X59', 'X38', 'X53', 'X0', 'X96', 'X85', 'X75', 'X28', 'X90', 'X84', 'X13', 'X92', 'X79', 'X37', 'X48', 'X54', 'X9', 'X63', 'X57', 'X76', 'X87', 'X70', 'X18', 'X47', 'X21', 'X82', 'X77', 'X14', 'X40', 'X86', 'X26', 'X61', 'X23', 'X52', 'X2', 'X11', 'X39', 'X73', 'X83', 'X34', 'X16', 'X62', 'X24', 'X20', 'X55', 'X46', 'X10', 'X60', 'X78', 'X35', 'X41', 'X99', 'X45', 'X58', 'X43', 'X12', 'X4', 'X81', 'X51', 'X42', 'X95', 'X67', 'X8', 'X93', 'X44', 'X1', 'X65']"
3,X80,X49,1,,,0.0,,,[]
4,X22,X2,0,,,0.0,,,[]
5,X22,X2,1,,,0.0,,,[]
6,X32,X87,0,0.00033650625846348703,0.0,1.0,83.0,0.0,"['X94', 'X65', 'X17', 'X72', 'X5', 'X7', 'X50', 'X19', 'X33', 'X29', 'X15', 'X27', 'X64', 'X6', 'X36', 'X31', 'X88', 'X59', 'X38', 'X0', 'X96', 'X75', 'X28', 'X90', 'X84', 'X13', 'X92', 'X79', 'X37', 'X48', 'X54', 'X9', 'X63', 'X57', 'X76', 'X70', 'X18', 'X47', 'X25', 'X91', 'X21', 'X82', 'X77', 'X14', 'X40', 'X26', 'X86', 'X61', 'X23', 'X52', 'X11', 'X39', 'X73', 'X83', 'X34', 'X16', 'X71', 'X62', 'X24', 'X20', 'X55', 'X46', 'X10', 'X60', 'X78', 'X35', 'X98', 'X99', 'X58', 'X43', 'X12', 'X4', 'X51', 'X42', 'X95', 'X67', 'X69', 'X8', 'X93', 'X44', 'X1', 'X49', 'X53']"
7,X32,X87,1,,,0.0,,,[]
8,X91,X80,0,,,0.0,,,[]
9,X91,X80,1,0.005748853087425232,0.0,1.0,87.0,1.0,"['X65', 'X17', 'X72', 'X7', 'X50', 'X33', 'X19', 'X29', 'X15', 'X27', 'X64', 'X6', 'X36', 'X3', 'X31', 'X97', 'X88', 'X59', 'X38', 'X0', 'X96', 'X85', 'X75', 'X28', 'X90', 'X84', 'X13', 'X92', 'X37', 'X79', 'X48', 'X54', 'X9', 'X63', 'X57', 'X76', 'X87', 'X70', 'X18', 'X47', 'X25', 'X21', 'X82', 'X32', 'X77', 'X14', 'X40', 'X26', 'X86', 'X61', 'X23', 'X52', 'X30', 'X2', 'X11', 'X39', 'X73', 'X83', 'X34', 'X71', 'X16', 'X62', 'X24', 'X20', 'X55', 'X46', 'X10', 'X60', 'X78', 'X89', 'X35', 'X98', 'X99', 'X45', 'X58', 'X43', 'X12', 'X4', 'X51', 'X42', 'X95', 'X67', 'X8', 'X93', 'X44', 'X1', 'X53']"
10,X81,X66,0,0.6337184906005859,0.0,1.0,87.0,0.0,"['X94', 'X65', 'X56', 'X17', 'X72', 'X5', 'X7', 'X50', 'X19', 'X33', 'X29', 'X15', 'X27', 'X64', 'X6', 'X36', 'X31', 'X88', 'X59', 'X38', 'X0', 'X96', 'X75', 'X85', 'X28', 'X90', 'X84', 'X13', 'X92', 'X79', 'X37', 'X48', 'X54', 'X9', 'X63', 'X57', 'X76', 'X70', 'X18', 'X47', 'X25', 'X21', 'X82', 'X77', 'X14', 'X40', 'X86', 'X26', 'X61', 'X23', 'X52', 'X2', 'X11', 'X39', 'X73', 'X83', 'X34', 'X16', 'X71', 'X62', 'X24', 'X20', 'X55', 'X46', 'X74', 'X10', 'X60', 'X78', 'X89', 'X35', 'X99', 'X45', 'X58', 'X43', 'X12', 'X4', 'X51', 'X42', 'X95', 'X67', 'X69', 'X8', 'X93', 'X44', 'X1', 'X49', 'X53']"
11,X81,X66,1,0.09525539726018906,0.0,1.0,86.0,0.0,"['X94', 'X65', 'X17', 'X72', 'X5', 'X7', 'X50', 'X33', 'X19', 'X29', 'X15', 'X27', 'X64', 'X6', 'X36', 'X31', 'X97', 'X88', 'X59', 'X38', 'X0', 'X96', 'X75', 'X85', 'X28', 'X90', 'X84', 'X13', 'X92', 'X79', 'X37', 'X48', 'X54', 'X9', 'X63', 'X57', 'X87', 'X76', 'X70', 'X18', 'X47', 'X25', 'X21', 'X82', 'X77', 'X14', 'X40', 'X26', 'X86', 'X61', 'X23', 'X52', 'X11', 'X39', 'X73', 'X83', 'X34', 'X16', 'X62', 'X24', 'X20', 'X55', 'X46', 'X10', 'X60', 'X78', 'X89', 'X35', 'X98', 'X41', 'X22', 'X99', 'X58', 'X43', 'X12', 'X4', 'X51', 'X42', 'X95', 'X67', 'X8', 'X93', 'X44', 'X1', 'X49', 'X53']"
12,X94,X80,0,0.000133749665110372,0.0,1.0,88.0,1.0,"['X65', 'X17', 'X72', 'X7', 'X5', 'X50', 'X33', 'X19', 'X29', 'X15', 'X27', 'X64', 'X6', 'X36', 'X66', 'X31', 'X97', 'X88', 'X59', 'X38', 'X0', 'X96', 'X75', 'X85', 'X28', 'X90', 'X84', 'X13', 'X92', 'X37', 'X79', 'X48', 'X54', 'X9', 'X63', 'X57', 'X76', 'X70', 'X18', 'X47', 'X25', 'X21', 'X82', 'X32', 'X77', 'X14', 'X40', 'X26', 'X86', 'X61', 'X23', 'X52', 'X30', 'X2', 'X11', 'X39', 'X73', 'X83', 'X34', 'X71', 'X16', 'X62', 'X24', 'X20', 'X55', 'X46', 'X74', 'X10', 'X60', 'X78', 'X89', 'X35', 'X41', 'X99', 'X45', 'X58', 'X43', 'X12', 'X4', 'X51', 'X42', 'X95', 'X67', 'X8', 'X93', 'X44', 'X1', 'X53']"
