,target_var,condition_var,condition_val,prob
0,X63,X12,0,0.3461841940879822
1,X63,X12,1,0.34644219279289246
2,X34,X83,0,0.8186482191085815
3,X34,X83,1,0.8157520890235901
4,X24,X5,0,0.13232874870300293
5,X24,X5,1,0.13259033858776093
6,X3,X96,0,0.9364499449729919
7,X3,X96,1,0.9356329441070557
8,X60,X2,0,0.2754025459289551
9,X60,X2,1,0.27545127272605896
10,X55,X44,0,0.10708142071962357
11,X55,X44,1,0.10646603256464005
12,X73,X36,0,0.04390553757548332
13,X73,X36,1,0.044050607830286026
14,X42,X89,0,0.09168503433465958
15,X42,X89,1,0.09145212173461914
16,X0,X30,0,0.1785082072019577
17,X0,X30,1,0.17764180898666382
18,X34,X19,0,0.8093380928039551
19,X34,X19,1,0.8033607006072998
20,X43,X18,0,0.08733484148979187
21,X43,X18,1,0.08694097399711609
22,X61,X14,0,0.1582389920949936
23,X61,X14,1,0.1584647297859192
24,X66,X37,0,0.8697933554649353
25,X66,X37,1,0.8737789988517761
26,X63,X76,0,0.3496565520763397
27,X63,X76,1,0.3494776487350464
28,X79,X65,0,0.8979023694992065
29,X79,X65,1,0.8968623876571655
30,X75,X58,0,0.48559799790382385
31,X75,X58,1,0.4830339550971985
32,X81,X37,0,0.8477419018745422
33,X81,X37,1,0.8231035470962524
34,X98,X99,0,0.25218310952186584
35,X98,X99,1,0.24886420369148254
36,X56,X1,0,0.3921758830547333
37,X56,X1,1,0.39243051409721375
38,X1,X70,0,0.027882810682058334
39,X1,X70,1,0.12866492569446564
40,X83,X6,0,0.27522310614585876
41,X83,X6,1,0.27483275532722473
42,X5,X41,0,0.47055649757385254
43,X5,X41,1,0.4361107349395752
44,X53,X70,0,0.5106180310249329
45,X53,X70,1,0.5156315565109253
46,X8,X73,0,0.8207963705062866
47,X8,X73,1,0.8206918239593506
48,X98,X45,0,0.25152575969696045
49,X98,X45,1,0.2497989535331726
50,X98,X50,0,0.24542289972305298
51,X98,X50,1,0.24640333652496338
52,X17,X82,0,0.49642524123191833
53,X17,X82,1,0.49786853790283203
54,X68,X79,0,0.23044824600219727
55,X68,X79,1,0.2306128293275833
56,X1,X28,0,0.1733410805463791
57,X1,X28,1,0.1749456524848938
58,X70,X29,0,0.6996914744377136
59,X70,X29,1,0.6809888482093811
60,X25,X79,0,0.06794089078903198
61,X25,X79,1,0.058886293321847916
62,X39,X44,0,0.6801360845565796
63,X39,X44,1,0.680751383304596
64,X53,X28,0,0.5256237387657166
65,X53,X28,1,0.5325362682342529
66,X75,X23,0,0.5027276873588562
67,X75,X23,1,0.5017893314361572
68,X13,X56,0,0.03569246828556061
69,X13,X56,1,0.03595166280865669
70,X58,X45,0,0.9507031440734863
71,X58,X45,1,0.9539196491241455
72,X48,X97,0,0.917843222618103
73,X48,X97,1,0.9178893566131592
74,X64,X13,0,0.11187146604061127
75,X64,X13,1,0.11062906682491302
76,X40,X59,0,0.8118564486503601
77,X40,X59,1,0.8092073798179626
78,X52,X93,0,0.38498756289482117
79,X52,X93,1,0.38432684540748596
80,X12,X46,0,0.2006370574235916
81,X12,X46,1,0.1978270709514618
82,X84,X83,0,0.4533398449420929
83,X84,X83,1,0.46784982085227966
84,X56,X11,0,0.40378448367118835
85,X56,X11,1,0.4029977321624756
86,X4,X40,0,0.1709984540939331
87,X4,X40,1,0.17154842615127563
88,X43,X91,0,0.08845951408147812
89,X43,X91,1,0.08841922879219055
90,X22,X68,0,0.7289458513259888
91,X22,X68,1,0.723644495010376
92,X18,X7,0,0.9933357238769531
93,X18,X7,1,0.9933828115463257
94,X32,X98,0,0.22752097249031067
95,X32,X98,1,0.23590166866779327
96,X33,X11,0,0.20376832783222198
97,X33,X11,1,0.20120494067668915
98,X51,X79,0,0.14632557332515717
99,X51,X79,1,0.1465105563402176
100,X84,X19,0,0.43581661581993103
101,X84,X19,1,0.43175217509269714
102,X69,X47,0,0.8873186707496643
103,X69,X47,1,0.8894755840301514
104,X41,X42,0,0.5941849946975708
105,X41,X42,1,0.5976491570472717
106,X41,X87,0,0.566569447517395
107,X41,X87,1,0.566058337688446
108,X77,X37,0,0.3166172504425049
109,X77,X37,1,0.31610429286956787
110,X50,X76,0,0.5333279371261597
111,X50,X76,1,0.5331249237060547
112,X4,X5,0,0.17209573090076447
113,X4,X5,1,0.17109648883342743
114,X65,X29,0,0.2048916518688202
115,X65,X29,1,0.2039477378129959
116,X14,X58,0,0.23312941193580627
117,X14,X58,1,0.2341553419828415
118,X71,X78,0,0.0022173505276441574
119,X71,X78,1,0.002122120000422001
120,X7,X56,0,0.20466135442256927
121,X7,X56,1,0.20402607321739197
122,X18,X32,0,0.9944912195205688
123,X18,X32,1,0.9945076107978821
124,X72,X13,0,0.12370151281356812
125,X72,X13,1,0.12401602417230606
126,X50,X63,0,0.526262640953064
127,X50,X63,1,0.5273343324661255
128,X5,X17,0,0.45329657196998596
129,X5,X17,1,0.45298391580581665
130,X18,X64,0,0.9943008422851562
131,X18,X64,1,0.9944540858268738
132,X32,X0,0,0.21901434659957886
133,X32,X0,1,0.22779729962348938
134,X9,X15,0,0.10408056527376175
135,X9,X15,1,0.10369455069303513
136,X15,X58,0,0.43646204471588135
137,X15,X58,1,0.4342658817768097
138,X45,X15,0,0.42470604181289673
139,X45,X15,1,0.4417508542537689
140,X63,X53,0,0.33949947357177734
141,X63,X53,1,0.33925187587738037
142,X34,X14,0,0.8214481472969055
143,X34,X14,1,0.8161178827285767
144,X91,X73,0,0.5372815728187561
145,X91,X73,1,0.5372405052185059
146,X52,X73,0,0.39400601387023926
147,X52,X73,1,0.39439162611961365
148,X83,X43,0,0.2615528404712677
149,X83,X43,1,0.2627250850200653
150,X36,X16,0,0.7669723033905029
151,X36,X16,1,0.7570968270301819
152,X14,X23,0,0.22678998112678528
153,X14,X23,1,0.22944702208042145
154,X54,X4,0,0.46271011233329773
155,X54,X4,1,0.46540409326553345
156,X25,X74,0,0.07494770735502243
157,X25,X74,1,0.0773826614022255
158,X15,X23,0,0.44184115529060364
159,X15,X23,1,0.44163867831230164
160,X56,X27,0,0.38124409317970276
161,X56,X27,1,0.3811437785625458
162,X47,X56,0,0.3198487460613251
163,X47,X56,1,0.3190931975841522
164,X35,X78,0,0.3811889588832855
165,X35,X78,1,0.3808943033218384
166,X59,X57,0,0.940436601638794
167,X59,X57,1,0.9407959580421448
168,X64,X6,0,0.12054543942213058
169,X64,X6,1,0.10859402269124985
170,X99,X22,0,0.6026513576507568
171,X99,X22,1,0.6012870073318481
172,X21,X57,0,0.2719080448150635
173,X21,X57,1,0.26463183760643005
174,X56,X68,0,0.4042419195175171
175,X56,X68,1,0.3990704119205475
176,X67,X13,0,0.8308779001235962
177,X67,X13,1,0.8228879570960999
178,X13,X8,0,0.03674684464931488
179,X13,X8,1,0.037009287625551224
180,X5,X35,0,0.47519055008888245
181,X5,X35,1,0.47496694326400757
182,X7,X13,0,0.20869818329811096
183,X7,X13,1,0.20825190842151642
184,X33,X68,0,0.20381924510002136
185,X33,X68,1,0.20404745638370514
186,X69,X34,0,0.8968071937561035
187,X69,X34,1,0.9095184803009033
188,X51,X74,0,0.15066108107566833
189,X51,X74,1,0.15043985843658447
190,X66,X51,0,0.8713942170143127
191,X66,X51,1,0.8728341460227966
192,X81,X51,0,0.8322286605834961
193,X81,X51,1,0.837482750415802
194,X84,X14,0,0.4329025447368622
195,X84,X14,1,0.4302522838115692
196,X47,X70,0,0.3114616274833679
197,X47,X70,1,0.31154343485832214
198,X50,X53,0,0.5415534973144531
199,X50,X53,1,0.5346390604972839
200,X12,X3,0,0.21045953035354614
201,X12,X3,1,0.21025343239307404
202,X89,X45,0,0.5446306467056274
203,X89,X45,1,0.5433167219161987
204,X43,X52,0,0.08483123034238815
205,X43,X52,1,0.08479858934879303
206,X13,X6,0,0.03588155284523964
207,X13,X6,1,0.0361936017870903
208,X59,X17,0,0.9371903538703918
209,X59,X17,1,0.9375942349433899
210,X3,X69,0,0.9342172741889954
211,X3,X69,1,0.9357677698135376
212,X86,X72,0,0.8708317279815674
213,X86,X72,1,0.8715270161628723
214,X1,X40,0,0.1449745148420334
215,X1,X40,1,0.14619697630405426
216,X6,X25,0,0.8325270414352417
217,X6,X25,1,0.6989541053771973
218,X53,X40,0,0.537723958492279
219,X53,X40,1,0.5418579578399658
220,X38,X82,0,0.6479816436767578
221,X38,X82,1,0.6515700817108154
222,X55,X12,0,0.10535939037799835
223,X55,X12,1,0.10753180086612701
224,X7,X8,0,0.20618762075901031
225,X7,X8,1,0.20556816458702087
226,X92,X15,0,0.9305163621902466
227,X92,X15,1,0.9335127472877502
228,X1,X5,0,0.18377406895160675
229,X1,X5,1,0.18695460259914398
230,X53,X5,0,0.5280352830886841
231,X53,X5,1,0.5344316959381104
232,X82,X24,0,0.5545687079429626
233,X82,X24,1,0.55832439661026
234,X71,X60,0,0.0020241551101207733
235,X71,X60,1,0.001897891634143889
