,target_var,condition_var,condition_val,prob
0,X66,X91,0,0.019166769459843636
1,X66,X91,1,0.01877659186720848
2,X90,X52,0,0.9006097316741943
3,X90,X52,1,0.9040608406066895
4,X12,X66,0,0.2510119378566742
5,X12,X66,1,0.23312599956989288
6,X49,X86,0,0.4691043794155121
7,X49,X86,1,0.4500494599342346
8,X67,X47,0,0.4879140853881836
9,X67,X47,1,0.47306859493255615
10,X78,X16,0,0.027799075469374657
11,X78,X16,1,0.024907736107707024
12,X62,X84,0,0.1852947175502777
13,X62,X84,1,0.17535968124866486
14,X16,X59,0,0.625433623790741
15,X16,X59,1,0.6144909262657166
16,X68,X5,0,0.10770205408334732
17,X68,X5,1,0.10986468940973282
18,X70,X37,0,0.8913188576698303
19,X70,X37,1,0.886786937713623
20,X68,X11,0,0.11062728613615036
21,X68,X11,1,0.10692313313484192
22,X47,X21,0,0.39919987320899963
23,X47,X21,1,0.3874293565750122
24,X99,X82,0,0.9949606657028198
25,X99,X82,1,0.9952093958854675
26,X50,X87,0,0.03987439349293709
27,X50,X87,1,0.04233552888035774
28,X63,X50,0,0.6546071767807007
29,X63,X50,1,0.6762458682060242
30,X74,X12,0,0.3105514347553253
31,X74,X12,1,0.29206064343452454
32,X2,X60,0,0.8969680070877075
33,X2,X60,1,0.8992984890937805
34,X51,X30,0,0.2597152590751648
35,X51,X30,1,0.2728063762187958
36,X25,X36,0,0.9908745288848877
37,X25,X36,1,0.9922972321510315
38,X5,X7,0,0.17753733694553375
39,X5,X7,1,0.17023611068725586
40,X44,X56,0,0.5752580761909485
41,X44,X56,1,0.5154822468757629
42,X60,X88,0,0.9853787422180176
43,X60,X88,1,0.9872325658798218
44,X47,X96,0,0.402304083108902
45,X47,X96,1,0.39043453335762024
46,X60,X40,0,0.9950734972953796
47,X60,X40,1,0.9864290952682495
48,X52,X98,0,0.8495209217071533
49,X52,X98,1,0.8618319630622864
50,X13,X39,0,0.347311794757843
51,X13,X39,1,0.3185267746448517
52,X51,X78,0,0.28924521803855896
53,X51,X78,1,0.27594563364982605
54,X86,X5,0,0.07669258117675781
55,X86,X5,1,0.07353043556213379
56,X86,X11,0,0.08540046215057373
57,X86,X11,1,0.07729862630367279
58,X9,X29,0,0.517676830291748
59,X9,X29,1,0.5035805106163025
60,X88,X95,0,0.1999400556087494
61,X88,X95,1,0.19283531606197357
62,X95,X90,0,0.9329525232315063
63,X95,X90,1,0.9356682300567627
64,X83,X69,0,0.8904752135276794
65,X83,X69,1,0.8863735198974609
66,X84,X67,0,0.07487422227859497
67,X84,X67,1,0.07383786886930466
68,X40,X82,0,0.42875465750694275
69,X40,X82,1,0.3677215874195099
70,X43,X75,0,0.8238802552223206
71,X43,X75,1,0.8696691989898682
72,X42,X27,0,0.000839321524836123
73,X42,X27,1,0.0004416226001922041
74,X60,X24,0,0.9889361262321472
75,X60,X24,1,0.9902455806732178
76,X47,X14,0,0.4063858985900879
77,X47,X14,1,0.39485612511634827
78,X86,X62,0,0.08264042437076569
79,X86,X62,1,0.08098297566175461
80,X76,X81,0,0.14829468727111816
81,X76,X81,1,0.14388316869735718
82,X26,X69,0,0.06474605202674866
83,X26,X69,1,0.057197876274585724
84,X75,X20,0,0.7083656787872314
85,X75,X20,1,0.7344846129417419
86,X7,X65,0,0.20653262734413147
87,X7,X65,1,0.19948095083236694
88,X31,X44,0,0.8843176364898682
89,X31,X44,1,0.9028554558753967
90,X46,X97,0,0.9794725179672241
91,X46,X97,1,0.9788264036178589
92,X65,X12,0,0.015930280089378357
93,X65,X12,1,0.016703292727470398
94,X98,X74,0,0.40156129002571106
95,X98,X74,1,0.39066195487976074
96,X52,X43,0,0.8305544853210449
97,X52,X43,1,0.8458681702613831
98,X53,X16,0,0.949476420879364
99,X53,X16,1,0.9569422006607056
100,X80,X55,0,0.2789708077907562
101,X80,X55,1,0.29785794019699097
102,X95,X72,0,0.9285292625427246
103,X95,X72,1,0.930472195148468
104,X46,X6,0,0.9798651337623596
105,X46,X6,1,0.9765713214874268
106,X52,X23,0,0.748468279838562
107,X52,X23,1,0.8318650722503662
108,X13,X88,0,0.3286571502685547
109,X13,X88,1,0.3154582977294922
110,X64,X44,0,0.6160738468170166
111,X64,X44,1,0.6220625638961792
112,X46,X42,0,0.9805516004562378
113,X46,X42,1,0.9808987379074097
114,X13,X40,0,0.22535400092601776
115,X13,X40,1,0.48582932353019714
116,X72,X44,0,0.2847115397453308
117,X72,X44,1,0.20799176394939423
118,X24,X1,0,0.9262678623199463
119,X24,X1,1,0.9293538331985474
120,X52,X26,0,0.8462916016578674
121,X52,X26,1,0.8494943380355835
122,X55,X84,0,0.5010972023010254
123,X55,X84,1,0.5158280730247498
124,X0,X46,0,0.4870207905769348
125,X0,X46,1,0.4800354540348053
126,X45,X12,0,0.3617686927318573
127,X45,X12,1,0.345577210187912
128,X57,X10,0,0.001185702160000801
129,X57,X10,1,0.000708932988345623
130,X49,X50,0,0.46171024441719055
131,X49,X50,1,0.440311074256897
132,X75,X85,0,0.7033117413520813
133,X75,X85,1,0.7280247211456299
134,X41,X39,0,0.11101097613573074
135,X41,X39,1,0.10628516227006912
136,X68,X56,0,0.11144568026065826
137,X68,X56,1,0.10745449364185333
138,X5,X68,0,0.16572967171669006
139,X5,X68,1,0.18581125140190125
140,X56,X95,0,0.42223426699638367
141,X56,X95,1,0.36232489347457886
142,X36,X19,0,0.9181726574897766
143,X36,X19,1,0.918479859828949
144,X13,X24,0,0.33227232098579407
145,X13,X24,1,0.3118526041507721
146,X47,X59,0,0.39821857213974
147,X47,X59,1,0.38471752405166626
148,X55,X65,0,0.5242183804512024
149,X55,X65,1,0.5289568901062012
150,X16,X86,0,0.5872964859008789
151,X16,X86,1,0.585359513759613
152,X52,X0,0,0.8411839604377747
