,target_var,condition_var,condition_val,prob,prob_std
0,X0,X32,False,0.6887441873550415,0.0037521447872376915
1,X0,X32,True,0.690123718380928,0.0003067153078510239
2,X13,X52,False,0.021931969001889227,0.0014630195050707403
3,X13,X52,True,0.8365348100662231,0.00013145536075859405
4,X14,X65,False,0.40825805455446246,0.009663402214280786
5,X14,X65,True,0.39785393834114074,0.0035630116756793038
6,X14,X80,False,0.4064284563064575,0.0
7,X14,X80,True,0.40312760323286057,0.009789491982178726
8,X21,X26,False,0.5070403528213501,0.0034970480637415246
9,X21,X26,True,0.8381539845466613,0.006910398421824749
10,X21,X62,False,0.5702758669853211,0.007645845413208012
11,X21,X62,True,0.6352756786346435,0.009086275958821619
12,X21,X80,False,0.7868242859840393,0.0
13,X21,X80,True,0.4829391837120056,0.0
14,X26,X21,False,0.3548788243532181,0.005749465877810817
15,X26,X21,True,0.582554817199707,0.0
16,X26,X62,False,0.37937516778707503,0.01342499446469297
17,X26,X62,True,0.5591415214538574,0.00636097016443048
18,X26,X74,False,0.47179497212171556,0.0036413003018514792
19,X26,X74,True,0.14570041343569756,0.00074983526270429
20,X26,X9,False,0.6817919635772705,0.029749368208616282
21,X26,X9,True,0.2973388671875,0.006668054670968491
22,X32,X0,False,0.5311127209663391,0.005680321863401151
23,X32,X0,True,0.47524123787879946,0.0007344247086907281
24,X32,X40,False,0.4919129803776741,0.001241832591655136
25,X32,X40,True,0.47036020129919054,0.0035619678879280016
26,X38,X49,False,0.9943279451131821,4.3841365710672014e-05
27,X38,X49,True,0.0048573338147252796,0.000644226526646325
28,X38,X58,False,0.15339575111865997,0.007864090516777717
29,X38,X58,True,0.960462749004364,0.0015727184309346565
30,X38,X7,False,0.20562329471111299,0.011453746223172722
31,X38,X7,True,0.9006067085266113,0.005422532922696421
32,X40,X32,False,0.3164616823196411,0.0
33,X40,X32,True,0.3068088626861572,0.0030033129683340316
34,X40,X50,False,0.3387667968869209,0.0035629134438006395
35,X40,X50,True,0.2872193384170532,0.003205648850037153
36,X45,X70,False,0.7947255963087082,0.0001871953832875036
37,X45,X70,True,0.7967357289791107,0.0008037183810771458
38,X48,X56,False,0.59847780585289,0.0018729121199113268
39,X48,X56,True,0.5977785378694535,0.004649970391581682
40,X49,X38,False,0.835023639202118,0.0002614974635029059
41,X49,X38,True,0.0016797654633410276,8.011309423703712e-05
42,X49,X7,False,0.7762757849693298,6.826595770807121e-05
43,X49,X7,True,0.0009804635378532112,4.670653018125534e-05
44,X50,X40,False,0.42147037088871003,0.021127834614729932
45,X50,X40,True,0.3027972364425659,0.006819055974738141
46,X50,X97,False,0.5426784157752991,0.0
47,X50,X97,True,0.18232531026005744,0.016389943659305573
48,X52,X13,False,0.7613471192121506,0.003365663596025097
49,X52,X13,True,0.9831265985965729,0.00026078004571197675
50,X53,X7,False,0.4448980608582497,0.005503489080953889
51,X53,X7,True,0.47387608587741853,0.0023357008810364773
52,X53,X9,False,0.48175092339515685,0.0036203176100506112
53,X53,X9,True,0.41969601094722747,0.005135027355965557
54,X56,X48,False,0.5652528136968613,0.0005078707390125606
55,X56,X48,True,0.5638140273094178,0.009296237714144439
56,X56,X61,False,0.5509865111112595,0.006274414317993368
57,X56,X61,True,0.579079657793045,0.002606433202208318
58,X58,X38,False,0.027705676183104516,0.0005123433597604528
59,X58,X38,True,0.4113839268684387,0.024743608207534972
60,X61,X56,False,0.2303877604007721,0.0034404427911524094
61,X61,X56,True,0.21539803028106688,0.0045537618257194355
62,X62,X21,False,0.2345437863469124,0.0011605724797193043
63,X62,X21,True,0.22513002797961235,0.0011793628334999088
64,X62,X26,False,0.19074362516403198,0.0
65,X62,X26,True,0.30225187957286836,0.003921518894357467
66,X65,X14,False,0.759092345237732,0.0004216026304726635
67,X65,X14,True,0.7596546936035157,0.0013881209825670935
68,X65,X70,False,0.7794369554519653,0.001417888757769509
69,X65,X70,True,0.7790264022350312,0.0010442008369050983
70,X7,X38,False,0.07501749735325575,0.006726565933058445
71,X7,X38,True,0.44379910826683044,0.0
72,X7,X49,False,0.6557202160358429,0.011000151223650353
73,X7,X49,True,0.011509522534906865,0.00035692070142357384
74,X7,X53,False,0.3120099902153015,0.0
75,X7,X53,True,0.296379406452179,0.0010098328448329276
76,X70,X45,False,0.2691892132163048,0.06284903645974094
77,X70,X45,True,0.29670161157846453,0.0012723883511674937
78,X70,X65,False,0.3126744270324707,0.005418720813181773
79,X70,X65,True,0.3010722452402115,0.012800349036599646
80,X70,X80,False,0.23700879171490669,0.004900570693807776
81,X70,X80,True,0.2714992806315422,0.0008518356431355244
82,X71,X79,False,0.062367890030145645,0.0
83,X71,X79,True,0.05699099898338318,0.00023764371871948253
84,X74,X26,False,0.410858798623085,0.001315289735794075
85,X74,X26,True,0.18528556376695632,0.00013230647407979124
86,X79,X71,False,0.8652632284164429,0.0030841687013216917
87,X79,X71,True,0.8914000988006592,0.0
88,X80,X14,False,0.5755389392375946,0.0013906712810581618
89,X80,X14,True,0.56187639772892,0.0025513214127741695
90,X80,X21,False,0.7248597711324691,0.060053139925003066
91,X80,X21,True,0.49875330924987793,0.0
92,X80,X70,False,0.5657553124427795,0.0034258790808742398
93,X80,X70,True,0.6245869946479797,0.009558107829746513
94,X9,X26,False,0.8493691617250443,0.001276460387456784
95,X9,X26,True,0.18359363555908204,0.017473891098027678
96,X9,X53,False,0.577779746055603,0.0022420028802045116
97,X9,X53,True,0.5478050822019577,0.00046145319938659986
98,X97,X50,False,0.6590782904624939,0.0018201688651270835
99,X97,X50,True,0.2812408864498138,0.0033012482473311847
