Unnamed: 0,target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,scaffold_order
1202,X6,X8,False,2,0.0215880626747866,0.1931020914401267,0.1715140287653401,['X18']
1203,X6,X8,True,2,0.340126401253745,0.1931020914401267,0.1470243098136183,['X37']
1596,X8,X6,False,2,0.4403318509176022,0.5384407714640782,0.098108920546476,['X71']
1597,X8,X6,True,2,0.9483994736698684,0.5384407714640782,0.4099587022057902,['X38']
12450,X62,X88,False,2,0.9800855843109524,0.6834744384172082,0.296611145893744,['X37']
12451,X62,X88,True,2,0.0631706468332544,0.6834744384172082,0.6203037915839538,['X52']
17548,X88,X62,False,2,0.9574368101555256,0.3234881816951083,0.6339486284604174,['X38']
17549,X88,X62,True,2,0.0298986421905067,0.3234881816951083,0.2935895395046016,['X60']
3452,X17,X44,False,2,0.0433654858451114,0.2703601488366396,0.2269946629915281,['X97']
3453,X17,X44,True,2,0.8043452008419996,0.2703601488366396,0.53398505200536,['X65']
8746,X44,X17,False,2,0.0799879423889293,0.2982926594731327,0.2183047170842034,['X99']
8747,X44,X17,True,2,0.8874468745709435,0.2982926594731327,0.5891542150978107,['X71']
5864,X29,X62,False,2,0.1019837930751456,0.7022696776450502,0.6002858845699046,['X16']
5865,X29,X62,True,2,0.9802695793878684,0.7022696776450502,0.2779999017428183,['X77']
12334,X62,X29,False,2,0.0452934657140319,0.6834744384172082,0.6381809727031762,['X79']
12335,X62,X29,True,2,0.954034072090794,0.6834744384172082,0.2705596336735857,['X51']
12402,X62,X64,False,2,0.8196176766183322,0.6834744384172082,0.1361432382011239,['X59']
12403,X62,X64,True,2,0.0940981590363497,0.6834744384172082,0.5893762793808585,['X32']
12796,X64,X62,False,2,0.5370557000257441,0.1876493118405187,0.3494063881852254,['X9']
12797,X64,X62,True,2,0.0258348429672393,0.1876493118405187,0.1618144688732793,['X38']
1748,X8,X83,False,3,0.7282829042190301,0.5384407714640782,0.1898421327549518,['X51']
1749,X8,X83,True,3,0.4532351340757398,0.5384407714640782,0.0852056373883383,['X60']
16450,X83,X8,False,3,0.8176315418175393,0.6902151311972126,0.1274164106203267,['X87']
16451,X83,X8,True,3,0.5809919384051384,0.6902151311972126,0.1092231927920741,['X73']
7476,X37,X76,False,2,0.4748122119981501,0.3683200701519671,0.106492141846183,['X12']
7477,X37,X76,True,2,0.2454670788465332,0.3683200701519671,0.1228529913054339,['X96']
15122,X76,X37,False,2,0.5546373961020074,0.4643313785768563,0.090306017525151,['X73']
15123,X76,X37,True,2,0.3094538591638999,0.4643313785768563,0.1548775194129563,['X72']
1624,X8,X21,False,3,0.304419769488719,0.5384407714640782,0.2340210019753592,['X87']
1625,X8,X21,True,3,0.907588584413218,0.5384407714640782,0.3691478129491397,['X14']
4174,X21,X8,False,3,0.0776808804168766,0.3879859107182994,0.3103050303014228,['X25']
4175,X21,X8,True,3,0.6539838774162869,0.3879859107182994,0.2659979666979875,['X7']
5868,X29,X64,False,2,0.8302232859485249,0.7022696776450502,0.1279536083034747,['X84']
5869,X29,X64,True,2,0.1483470400488256,0.7022696776450502,0.5539226375962246,['X65']
12730,X64,X29,False,2,0.5367679401873386,0.1876493118405187,0.3491186283468199,['X26']
12731,X64,X29,True,2,0.0396389319728108,0.1876493118405187,0.1480103798677078,['X53']
78,X0,X40,False,2,0.7794574455971203,0.8826174256678752,0.1031599800707548,['X80' 'X18']
79,X0,X40,True,2,0.9993382034998202,0.8826174256678752,0.116720777831945,['X70' 'X82']
