Unnamed: 0,target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,scaffold_order
7918,X39,X99,False,2,0.287716684970065,0.696872703494254,0.409156018524189,['X24']
7919,X39,X99,True,2,0.9975829584890008,0.696872703494254,0.3007102549947468,['X47']
19680,X99,X39,False,2,0.0045959094548675,0.5763846428369223,0.5717887333820547,['X66']
19681,X99,X39,True,2,0.8251026254088655,0.5763846428369223,0.2487179825719432,['X44']
9072,X45,X82,False,2,0.6961952028196053,0.4254941836575622,0.2707010191620431,['X8']
9073,X45,X82,True,2,0.192951568850895,0.4254941836575622,0.2325426148066672,['X9']
16326,X82,X45,False,2,0.7556431831281715,0.5379124560945251,0.2177307270336463,['X84']
16327,X82,X45,True,2,0.2439306018608416,0.5379124560945251,0.2939818542336835,['X65']
18004,X90,X93,False,3,0.9844184805885252,0.7926181240957177,0.1918003564928074,['X27']
18005,X90,X93,True,3,0.5433050011957076,0.7926181240957177,0.2493131229000101,['X27']
18594,X93,X90,False,3,0.9575346745979536,0.4348091609831581,0.5227255136147955,['X11']
18595,X93,X90,True,3,0.2980425391268774,0.4348091609831581,0.1367666218562807,['X94']
9048,X45,X70,False,3,0.9030310595210828,0.4254941836575622,0.4775368758635205,['X79']
9049,X45,X70,True,3,0.211185453941542,0.4254941836575622,0.2143087297160202,['X9']
13950,X70,X45,False,3,0.9477159983018724,0.6902359810367749,0.2574800172650975,['X74']
13951,X70,X45,True,3,0.3425849230359523,0.6902359810367749,0.3476510580008226,['X63']
1208,X6,X11,False,2,0.9165216835267894,0.8285940979225558,0.0879275856042336,['X49']
1209,X6,X11,True,2,0.4640473700399256,0.8285940979225558,0.3645467278826301,['X51']
2190,X11,X6,False,2,0.6043959093581073,0.1883912936908047,0.4160046156673025,['X77']
2191,X11,X6,True,2,0.1023351093713517,0.1883912936908047,0.086056184319453,['X50']
4216,X21,X30,False,3,0.3479170811274773,0.2674740082264201,0.0804430729010572,['X58']
4217,X21,X30,True,3,0.0627983471231996,0.2674740082264201,0.2046756611032204,['X40']
5982,X30,X21,False,3,0.3843533050537015,0.3020062834785524,0.082347021575149,['X70']
5983,X30,X21,True,3,0.0749993386002357,0.3020062834785524,0.2270069448783166,['X6']
9264,X46,X79,False,2,0.7639641708053513,0.2602326667950662,0.503731504010285,['X21']
9265,X46,X79,True,2,0.2040062730787761,0.2602326667950662,0.0562263937162901,['X6']
15734,X79,X46,False,2,0.9680104756881628,0.8995881762815224,0.0684222994066402,['X71']
15735,X79,X46,True,2,0.7067112414686577,0.8995881762815224,0.1928769348128647,['X42']
8302,X41,X93,False,2,0.9663151694018745,0.5753818295969036,0.3909333398049708,['X10']
8303,X41,X93,True,2,0.0672233956199668,0.5753818295969036,0.5081584339769368,['X2']
18496,X93,X41,False,2,0.9551635822606896,0.4348091609831581,0.5203544212775315,['X7']
18497,X93,X41,True,2,0.0507999153682593,0.4348091609831581,0.3840092456148987,['X89']
7882,X39,X81,False,2,0.993536705512106,0.696872703494254,0.2966640020178519,['X29']
7883,X39,X81,True,2,0.64140845216767,0.696872703494254,0.055464251326584,['X70']
16116,X81,X39,False,2,0.996641532262993,0.8424884944624662,0.1541530378005268,['X15']
16117,X81,X39,True,2,0.7754346503926405,0.8424884944624662,0.0670538440698257,['X49']
14044,X70,X93,False,2,0.9806380264766154,0.6902359810367749,0.2904020454398405,['X31']
14045,X70,X93,True,2,0.3127547178678379,0.6902359810367749,0.3774812631689369,['X72']
18554,X93,X70,False,2,0.96467239985348,0.4348091609831581,0.5298632388703219,['X1']
18555,X93,X70,True,2,0.1970174550039088,0.4348091609831581,0.2377917059792492,['X59']
4334,X21,X89,False,2,0.0612608442763503,0.2674740082264201,0.2062131639500697,['X34']
4335,X21,X89,True,2,0.4041550700845503,0.2674740082264201,0.1366810618581302,['X19']
17664,X89,X21,False,2,0.4550773891448464,0.5724725303696339,0.1173951412247874,['X80']
17665,X89,X21,True,2,0.8960970142093742,0.5724725303696339,0.3236244838397403,['X90']
472,X2,X39,False,3,0.0039938015832112,0.1782634267027508,0.1742696251195395,['X0']
473,X2,X39,True,3,0.254067630340914,0.1782634267027508,0.0758042036381632,['X33']
7726,X39,X2,False,3,0.6325870406161983,0.696872703494254,0.0642856628780557,['X92']
7727,X39,X2,True,3,0.9932087568432209,0.696872703494254,0.2963360533489667,['X72']
7888,X39,X84,False,3,0.9853081063843592,0.696872703494254,0.2884354028901053,['X31']
7889,X39,X84,True,3,0.2880807735141791,0.696872703494254,0.4087919299800749,['X95']
16710,X84,X39,False,3,0.971582842233026,0.413689178969423,0.5578936632636031,['X77']
16711,X84,X39,True,3,0.1710153060586049,0.413689178969423,0.242673872910818,['X7']
8204,X41,X44,False,3,0.8457260012202624,0.5753818295969036,0.2703441716233588,['X47']
8205,X41,X44,True,3,0.0989862566502001,0.5753818295969036,0.4763955729467035,['X23']
8794,X44,X41,False,3,0.7682109970739472,0.362032908796169,0.4061780882777782,['X53']
8795,X44,X41,True,3,0.0622825595114109,0.362032908796169,0.299750349284758,['X3']
9088,X45,X90,False,4,0.8965982168933196,0.4254941836575622,0.4711040332357574,['X51']
9089,X45,X90,True,4,0.3022338682393292,0.4254941836575622,0.123260315418233,['X5']
17910,X90,X45,False,4,0.962674636701964,0.7926181240957177,0.1700565126062462,['X61']
17911,X90,X45,True,4,0.5630068045243728,0.7926181240957177,0.2296113195713449,['X78']
10876,X54,X93,False,2,0.2848111981870341,0.4402698820965162,0.155458683909482,['X58']
10877,X54,X93,True,2,0.6423453414459206,0.4402698820965162,0.2020754593494044,['X53']
18522,X93,X54,False,2,0.2777496073983706,0.4348091609831581,0.1570595535847874,['X48']
18523,X93,X54,True,2,0.6340098520338538,0.4348091609831581,0.1992006910506957,['X27']
4908,X24,X79,False,2,0.8010061769267267,0.1712295143434975,0.6297766625832292,['X66']
4909,X24,X79,True,2,0.1009339892436561,0.1712295143434975,0.0702955250998413,['X12']
15690,X79,X24,False,2,0.9758903906095648,0.8995881762815224,0.0763022143280423,['X5']
15691,X79,X24,True,2,0.5302767087592782,0.8995881762815224,0.3693114675222442,['X25']
1836,X9,X28,False,2,0.2170246098422568,0.1335035099901834,0.0835210998520733,['X39']
1837,X9,X28,True,2,0.0060047920086027,0.1335035099901834,0.1274987179815807,['X19']
5562,X28,X9,False,2,0.4540361619038273,0.3957974218227822,0.058238740081045,['X26']
5563,X28,X9,True,2,0.0178023873361967,0.3957974218227822,0.3779950344865854,['X82']
2224,X11,X24,False,3,0.1221654972187346,0.1883912936908047,0.06622579647207,['X29']
2225,X11,X24,True,3,0.5089317432481248,0.1883912936908047,0.3205404495573201,['X17']
4774,X24,X11,False,3,0.103549149162247,0.1712295143434975,0.0676803651812505,['X16']
4775,X24,X11,True,3,0.4518315063028714,0.1712295143434975,0.2806019919593738,['X26']
6120,X30,X91,False,2,0.0021164156646231,0.3020062834785524,0.2998898678139293,['X95']
6121,X30,X91,True,2,0.5605168220453598,0.3020062834785524,0.2585105385668073,['X43']
18078,X91,X30,False,2,0.3381479900748623,0.5370516646964152,0.1989036746215528,['X34']
18079,X91,X30,True,2,0.9967557260813832,0.5370516646964152,0.459704061384968,['X93']
3136,X15,X84,False,2,0.0167981536849496,0.4087270500533513,0.3919288963684016,['X52']
3137,X15,X84,True,2,0.9641975933917596,0.4087270500533513,0.5554705433384083,['X42']
16662,X84,X15,False,2,0.0250494601456556,0.413689178969423,0.3886397188237673,['X73']
16663,X84,X15,True,2,0.9759033827647686,0.413689178969423,0.5622142037953457,['X11']
8296,X41,X90,False,5,0.1054037253493307,0.5753818295969036,0.4699781042475728,['X76']
8297,X41,X90,True,5,0.698347555386451,0.5753818295969036,0.1229657257895473,['X94']
17902,X90,X41,False,5,0.5630830007396409,0.7926181240957177,0.2295351233560768,['X25']
17903,X90,X41,True,5,0.9620099140143572,0.7926181240957177,0.1693917899186394,['X76']
