Unnamed: 0,target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,scaffold_order
344,X1,X74,False,2,0.005830911028648,0.071491096133998,0.0656601851053499,['X65']
345,X1,X74,True,2,0.1331286009097273,0.071491096133998,0.0616375047757293,['X65']
14654,X74,X1,False,2,0.4815597518431269,0.5158002880232102,0.0342405361800832,['X65']
14655,X74,X1,True,2,0.9605080129791022,0.5158002880232102,0.4447077249558919,['X65']
14424,X72,X85,False,3,0.9469427087679056,0.8613660560147166,0.085576652753189,['X5']
14425,X72,X85,True,3,0.6712870083513514,0.8613660560147166,0.1900790476633652,['X5']
16974,X85,X72,False,3,0.7360979494314389,0.310447607736284,0.4256503416951548,['X21']
16975,X85,X72,True,3,0.2419406295290136,0.310447607736284,0.0685069782072704,['X21']
15622,X78,X90,False,2,0.8762729327474084,0.4024237925386121,0.4738491402087962,['X35']
15623,X78,X90,True,2,0.0147179402652718,0.4024237925386121,0.3877058522733403,['X35']
17976,X90,X78,False,2,0.9068268508756072,0.5499929132133966,0.3568339376622106,['X35']
17977,X90,X78,True,2,0.020115020515893,0.5499929132133966,0.5298778926975036,['X35']
942,X4,X76,False,2,0.2878208476473755,0.3450940347560709,0.0572731871086954,['X13']
943,X4,X76,True,2,0.9268220104208496,0.3450940347560709,0.5817279756647786,['X13']
15056,X76,X4,False,2,0.0100218529737588,0.0896212467172821,0.0795993937435232,['X13']
15057,X76,X4,True,2,0.2407409351433103,0.0896212467172821,0.1511196884260282,['X13']
12038,X60,X80,False,2,0.9568847603958018,0.6731984542338043,0.2836863061619975,['X5']
12039,X60,X80,True,2,0.0099634292237945,0.6731984542338043,0.6632350250100097,['X5']
15960,X80,X60,False,2,0.9075939822056912,0.2995880405512445,0.6080059416544468,['X5']
15961,X80,X60,True,2,0.0044339439871779,0.2995880405512445,0.2951540965640665,['X5']
11264,X56,X89,False,2,0.7834765583773048,0.3963181595135636,0.3871583988637411,['X51']
11265,X56,X89,True,2,0.1577150269713019,0.3963181595135636,0.2386031325422616,['X51']
17734,X89,X56,False,2,0.8632384263838586,0.6186995835200154,0.2445388428638432,['X51']
17735,X89,X56,True,2,0.2462118355155842,0.6186995835200154,0.3724877480044312,['X51']
12206,X61,X65,False,2,0.0136904697418131,0.2691964877991761,0.255506018057363,['X74']
12207,X61,X65,True,2,0.3637956610947853,0.2691964877991761,0.0945991732956091,['X74']
12992,X65,X61,False,2,0.63532886038484,0.7297978560956688,0.0944689957108287,['X74']
12993,X65,X61,True,2,0.9862583858149933,0.7297978560956688,0.2564605297193243,['X74']
7044,X35,X58,False,3,0.3126824643725226,0.4012522398270293,0.0885697754545067,['X23']
7045,X35,X58,True,3,0.534127626393238,0.4012522398270293,0.1328753865662086,['X23']
11554,X58,X35,False,3,0.3112020166798853,0.3999625670134136,0.0887605503335283,['X78']
11555,X58,X35,True,3,0.5324108761538939,0.3999625670134136,0.1324483091404802,['X78']
11284,X56,X99,False,3,0.1578178091422141,0.3963181595135636,0.2385003503713495,['X89']
11285,X56,X99,True,3,0.7727821044948573,0.3963181595135636,0.3764639449812936,['X89']
19714,X99,X56,False,3,0.1459733386097723,0.3878279636293108,0.2418546250195384,['X51']
19715,X99,X56,True,3,0.7562270431495489,0.3878279636293108,0.3683990795202381,['X51']
1736,X8,X77,False,2,0.051448112474542,0.1660366266978759,0.1145885142233338,['X6']
1737,X8,X77,True,2,0.4237917916536785,0.1660366266978759,0.2577551649558026,['X6']
15262,X77,X8,False,2,0.2125283756127521,0.3076113878845052,0.0950830122717531,['X6']
15263,X77,X8,True,2,0.7846760425251113,0.3076113878845052,0.477064654640606,['X6']
11680,X58,X99,False,3,0.6426797355012418,0.3999625670134136,0.2427171684878281,['X89']
11681,X58,X99,True,3,0.0168425312510109,0.3999625670134136,0.3831200357624027,['X89']
19718,X99,X58,False,3,0.6354536201750464,0.3878279636293108,0.2476256565457355,['X51']
19719,X99,X58,True,3,0.0163315398393859,0.3878279636293108,0.3714964237899248,['X51']
6652,X33,X60,False,2,0.5502324702464497,0.3697899011955118,0.1804425690509379,['X5']
6653,X33,X60,True,2,0.2821947646989714,0.3697899011955118,0.0875951364965403,['X5']
11946,X60,X33,False,2,0.7667686946976342,0.6731984542338043,0.0935702404638298,['X5']
11947,X60,X33,True,2,0.5137324701784622,0.6731984542338043,0.159465984055342,['X5']
10294,X51,X99,False,2,0.0176109044656125,0.3920851661466099,0.3744742616809973,['X89']
10295,X51,X99,True,2,0.9831788799582796,0.3920851661466099,0.5910937138116698,['X89']
19704,X99,X51,False,2,0.0107312741332415,0.3878279636293108,0.3770966894960693,['X89']
19705,X99,X51,True,2,0.9725036696618802,0.3878279636293108,0.5846757060325694,['X89']
6692,X33,X80,False,2,0.2911928124539368,0.3697899011955118,0.0785970887415749,['X5']
6693,X33,X80,True,2,0.5535433675593929,0.3697899011955118,0.1837534663638811,['X5']
15906,X80,X33,False,2,0.2122356781614877,0.2995880405512445,0.0873523623897568,['X5']
15907,X80,X33,True,2,0.4484572788794933,0.2995880405512445,0.1488692383282487,['X5']
706,X3,X57,False,2,0.6856691008463777,0.9675118928265746,0.2818427919801969,['X26']
707,X3,X57,True,2,0.9793201504447878,0.9675118928265746,0.0118082576182132,['X26']
11292,X57,X3,False,2,0.6110373599382379,0.959788130727399,0.348750770789161,['X26']
11293,X57,X3,True,2,0.9715017395860072,0.959788130727399,0.0117136088586081,['X26']
14414,X72,X80,False,3,0.944705851635218,0.8613660560147166,0.0833397956205013,['X5']
14415,X72,X80,True,3,0.6665245348271257,0.8613660560147166,0.1948415211875909,['X5']
15984,X80,X72,False,3,0.7206406909527268,0.2995880405512445,0.4210526504014822,['X21']
15985,X80,X72,True,3,0.2318210451571089,0.2995880405512445,0.0677669953941356,['X21']
1688,X8,X53,False,2,0.2920836820650648,0.1660366266978759,0.1260470553671889,['X6']
1689,X8,X53,True,2,0.062137969381026,0.1660366266978759,0.1038986573168498,['X6']
10510,X53,X8,False,2,0.6164521395457948,0.5481600587195391,0.0682920808262557,['X6']
10511,X53,X8,True,2,0.2051448142619477,0.5481600587195391,0.3430152444575914,['X6']
7228,X36,X51,False,3,0.9285961725557792,0.9558144046609652,0.0272182321051862,['X89']
7229,X36,X51,True,3,0.9980153560782916,0.9558144046609652,0.0422009514173261,['X89']
