Unnamed: 0,target_var,condition_var,condition_val,cond_target_dist,prob,marginal,condition_influence,scaffold_order
10884,X54,X97,False,2,0.7339744579240833,0.6084069909998927,0.1255674669241906,['X90']
10885,X54,X97,True,2,0.316933527909431,0.6084069909998927,0.2914734630904617,['X31']
19314,X97,X54,False,2,0.5252021458037875,0.301091470613637,0.2241106751901505,['X10']
19315,X97,X54,True,2,0.1568456369118805,0.301091470613637,0.1442458337017565,['X23']
724,X3,X66,False,3,0.7860241149145373,0.6255658345862561,0.1604582803282811,['X28' 'X14']
725,X3,X66,True,3,0.5059004244620823,0.6255658345862561,0.1196654101241738,['X69' 'X58']
13074,X66,X3,False,3,0.7558773693682517,0.5728122462277618,0.1830651231404898,['X4' 'X22']
13075,X66,X3,True,3,0.4632381766463299,0.5728122462277618,0.1095740695814319,['X54' 'X61']
8440,X42,X63,False,2,0.9823563352539828,0.6106467325724573,0.3717096026815255,['X19']
8441,X42,X63,True,2,0.1139688294437192,0.6106467325724573,0.496677903128738,['X46']
12558,X63,X42,False,2,0.9740817158988132,0.4280457747197725,0.5460359411790405,['X88']
12559,X63,X42,True,2,0.0798888674760151,0.4280457747197725,0.3481569072437573,['X31']
2100,X10,X61,False,2,0.3141077266060244,0.8962505330288029,0.5821428064227785,['X88']
2101,X10,X61,True,2,0.9889021822263472,0.8962505330288029,0.0926516491975444,['X72']
12098,X61,X10,False,2,0.0922804587631943,0.8626964871660484,0.7704160284028541,['X49']
12099,X61,X10,True,2,0.951879421342662,0.8626964871660484,0.0891829341766136,['X2']
4204,X21,X24,False,2,0.466080146145681,0.1481144092523,0.317965736893381,['X49']
4205,X21,X24,True,2,0.0495155330246042,0.1481144092523,0.0985988762276957,['X78']
4794,X24,X21,False,2,0.851651079982081,0.7633047236323036,0.0883463563497773,['X9']
4795,X24,X21,True,2,0.2551773351536006,0.7633047236323036,0.508127388478703,['X18']
3464,X17,X50,False,2,0.1175630906474279,0.6566817698733227,0.5391186792258948,['X74']
3465,X17,X50,True,2,0.836075838995506,0.6566817698733227,0.1793940691221832,['X37']
9934,X50,X17,False,2,0.3582580897264248,0.7503258368976394,0.3920677471712146,['X80']
9935,X50,X17,True,2,0.9553018408371744,0.7503258368976394,0.2049760039395349,['X18']
5838,X29,X49,False,2,0.4054630309923426,0.5176099430577062,0.1121469120653635,['X64']
5839,X29,X49,True,2,0.9034258153726924,0.5176099430577062,0.385815872314986,['X6']
9760,X49,X29,False,2,0.0450810983962679,0.2252114326272717,0.1801303342310037,['X16']
9761,X49,X29,True,2,0.3930569456316417,0.2252114326272717,0.16784551300437,['X13']
1922,X9,X71,False,2,0.6763225745235213,0.7990522710339738,0.1227296965104525,['X4']
1923,X9,X71,True,2,0.8775546295475806,0.7990522710339738,0.0785023585136067,['X60']
14076,X71,X9,False,2,0.3718036806973598,0.610055870277925,0.2382521895805651,['X2']
14077,X71,X9,True,2,0.66998360114142,0.610055870277925,0.059927730863495,['X68']
12636,X63,X82,False,4,0.6191020294156542,0.4280457747197725,0.1910562546958816,['X32']
12637,X63,X82,True,4,0.1326742395990987,0.4280457747197725,0.2953715351206738,['X56']
16362,X82,X63,False,4,0.5957361290049817,0.3928422648097605,0.2028938641952212,['X93']
16363,X82,X63,True,4,0.1218866229849198,0.3928422648097605,0.2709556418248406,['X16']
4872,X24,X61,False,3,0.2675889248214987,0.7633047236323036,0.4957157988108049,['X69']
4873,X24,X61,True,3,0.8422009768993131,0.7633047236323036,0.0788962532670094,['X31']
12126,X61,X24,False,3,0.5751389085421382,0.8626964871660484,0.2875575786239102,['X73']
12127,X61,X24,True,3,0.9518660133549094,0.8626964871660484,0.0891695261888609,['X93']
1882,X9,X51,False,2,0.7109301163374837,0.7990522710339738,0.0881221546964901,['X87']
1883,X9,X51,True,2,0.9999882768793968,0.7990522710339738,0.200936005845423,['X85']
10116,X51,X9,False,2,1.7785251198731897e-05,0.3048595982596809,0.3048418130084822,['X92']
10117,X51,X9,True,2,0.3815220047611651,0.3048595982596809,0.0766624065014842,['X48']
10062,X50,X82,False,4,0.6135046484038683,0.7503258368976394,0.1368211884937711,['X99']
10063,X50,X82,True,4,0.9618344243974556,0.7503258368976394,0.2115085874998162,['X27']
16336,X82,X50,False,4,0.060330121437071,0.3928422648097605,0.3325121433726894,['X26']
16337,X82,X50,True,4,0.5035974563422735,0.3928422648097605,0.1107551915325129,['X4']
8446,X42,X66,False,3,0.8223964943328197,0.6106467325724573,0.2117497617603624,['X33']
8447,X42,X66,True,3,0.4527295342515123,0.6106467325724573,0.1579171983209449,['X91']
13152,X66,X42,False,3,0.8051382921496687,0.5728122462277618,0.2323260459219068,['X23']
13153,X66,X42,True,3,0.4246792910129688,0.5728122462277618,0.148132955214793,['X72']
1152,X5,X82,False,2,0.6373665595381786,0.7592438531405268,0.1218772936023482,['X19']
