Unnamed: 0,var1,var2,distance,mutual_information
4211,X92,X25,2,0.0394304734951589
4566,X96,X6,2,0.0896085207253403
155,X18,X2,2,0.0778577771643023
235,X22,X4,3,0.0189737057095572
4445,X94,X74,2,0.0231481882856606
2867,X76,X17,2,0.0203163928663123
1424,X53,X46,3,0.0378584994229007
1675,X58,X22,2,0.3367386273755257
3729,X86,X74,2,0.0449904306025587
2451,X70,X36,4,0.0304967097117183
3769,X87,X28,3,0.0206122970201576
2671,X73,X43,2,0.1794264165044401
3768,X87,X27,2,0.0988668770149435
550,X33,X22,2,0.0358397336673423
1108,X47,X27,2,0.0216290405966265
2651,X73,X23,3,0.0540527147934996
2910,X76,X60,2,0.0680341832478355
3701,X86,X46,2,0.0537415710721006
3777,X87,X36,4,0.0202226720268202
1423,X53,X45,2,0.1286220599896443
3774,X87,X33,2,0.030044429975884
1657,X58,X4,3,0.0192537750361215
1686,X58,X33,2,0.0360482045224795
1117,X47,X36,2,0.0840730558781944
1663,X58,X10,2,0.1342739750970972
