Unnamed: 0,var1,var2,distance,mutual_information
2796,X75,X21,3,0.013820195214639
377,X27,X26,2,0.0828759703837975
4872,X99,X21,2,0.0152413822553209
2385,X69,X39,3,0.1707856018334753
773,X39,X32,2,0.3162691512779797
2655,X73,X27,2,0.0160622250548359
710,X38,X7,2,0.0276849018392853
4888,X99,X37,2,0.0190643497105364
2812,X75,X37,3,0.0173269839801073
458,X30,X23,2,0.0255799295478004
4803,X98,X50,2,0.0248724581583745
1111,X47,X30,4,0.0126659236926115
4930,X99,X79,2,0.021167499856435
4024,X90,X19,2,0.2239201080191923
4676,X97,X20,2,0.031139482821268
4391,X94,X20,3,0.0152979193693043
1683,X58,X30,3,0.0244533706512468
2390,X69,X44,2,0.1707881985664204
3001,X77,X75,2,0.0523896042840914
1096,X47,X15,2,0.0539146981683736
3881,X88,X53,2,0.0330404144776935
4310,X93,X32,3,0.0748066367320255
4395,X94,X24,2,0.0259008740901211
2780,X75,X5,2,0.0446285539031814
2135,X65,X55,2,0.0156421559895159
