Unnamed: 0,var1,var2,distance,mutual_information
4119,X91,X24,4,0.081039074593969
2334,X68,X56,3,0.0265745444054761
1455,X54,X24,3,0.0787994441016761
355,X27,X4,2,0.0262649263075964
1472,X54,X41,2,0.135408617668989
1014,X45,X24,2,0.193638311328213
4078,X90,X73,2,0.0282251521623833
3098,X79,X17,2,0.3025877455439376
1769,X59,X58,3,0.1293938922426663
2874,X76,X24,2,0.0404438681959541
3137,X79,X56,2,0.0301227901506577
4149,X91,X54,2,0.0532718197273017
1998,X63,X45,4,0.0327118318775884
4136,X91,X41,3,0.1388318632128209
3892,X88,X64,2,0.2168322140888258
1977,X63,X24,2,0.1238552819083658
47,X10,X2,2,0.0535290373819606
3795,X87,X54,2,0.0534269994920218
2480,X70,X65,3,0.1687127704701634
902,X42,X41,2,0.0485456645883548
3147,X79,X66,3,0.0515759659162974
1032,X45,X42,3,0.0342819955470491
2544,X71,X59,2,0.135873315138381
2430,X70,X15,2,0.2056981988389055
2847,X75,X72,2,0.0485684423112537
