Unnamed: 0,var1,var2,distance,mutual_information
4441,X94,X70,2,0.4196861905449999
2288,X68,X10,2,0.0073870852243527
4618,X96,X58,3,0.0219950672862739
3747,X87,X6,3,0.024156619707019
258,X23,X5,2,0.0164770479507336
2745,X74,X44,2,0.0116121784233055
4156,X91,X61,2,0.012245462307332
4518,X95,X53,2,0.0389788509261117
4946,X99,X95,2,0.0119502337477945
554,X33,X26,2,0.0634141223286565
2438,X70,X23,2,0.0119495260986503
1743,X59,X32,3,0.1955529576284242
3952,X89,X36,2,0.0239895517924938
2579,X72,X23,2,0.1188059248676996
2421,X70,X6,2,0.0564218389950908
1790,X60,X20,2,0.0334740882630021
2949,X77,X23,2,0.0294886492360102
3811,X87,X70,3,0.1745068499435397
3710,X86,X55,2,0.0074096201085014
4904,X99,X53,2,0.1222286316588742
816,X40,X36,2,0.0077272787972846
1200,X49,X24,3,0.0134502439746598
1340,X52,X14,2,0.5604162318848104
4581,X96,X21,2,0.0229418458207442
759,X39,X18,2,0.4839195306085011
