Unnamed: 0,var1,var2,distance,mutual_information
1758,X59,X47,2,0.0934932016110322
843,X41,X23,2,0.1561014780506443
158,X18,X5,2,0.1089225151722903
2062,X64,X46,2,0.0689733948622446
744,X39,X3,2,0.1291427803300763
3813,X87,X72,2,0.0282682851945003
4550,X95,X85,4,0.0343785468751776
4456,X94,X85,2,0.0959302286520595
2561,X72,X5,3,0.0795520579374193
882,X42,X21,2,0.0733076559267542
3612,X85,X42,3,0.0459425497535615
4417,X94,X46,3,0.0305786270074463
4536,X95,X71,4,0.0397891084489052
4438,X94,X67,2,0.0333392745471843
4442,X94,X71,2,0.1478377951127908
3591,X85,X21,3,0.0364478278975454
4207,X92,X21,2,0.1364471190784715
823,X41,X3,2,0.0747901662956179
4559,X95,X94,2,0.1830212638784646
1308,X51,X33,2,0.0521222203473558
4750,X97,X94,2,0.0545904380847666
4228,X92,X42,2,0.170242229537372
3334,X82,X13,2,0.17973187240913
2506,X71,X21,3,0.0423392544505282
1176,X49,X0,2,0.0634730714872712
