Unnamed: 0,var1,var2,distance,mutual_information
3958,X89,X42,2,0.0521338101142782
4460,X94,X89,3,0.0075078389845743
3457,X83,X54,2,0.0074728251484998
1663,X58,X10,2,0.0970068889820088
3970,X89,X54,2,0.0198265891734537
2970,X77,X44,2,0.1219835774556989
2471,X70,X56,2,0.0419079406419884
1589,X56,X49,2,0.0343897851342142
4671,X97,X15,2,0.0237816314591362
4075,X90,X70,2,0.0189640233334211
1930,X62,X39,2,0.1249245106082006
172,X19,X1,2,0.0075436430980427
1811,X60,X41,2,0.5015446143162156
4061,X90,X56,2,0.118317019195118
4433,X94,X62,2,0.0315707701865518
821,X41,X1,2,0.1540050531950914
587,X34,X26,2,0.013412063902099
977,X44,X31,3,0.1194921453003318
1473,X54,X42,2,0.0142082408828073
4549,X95,X84,4,0.0391657987516251
2076,X64,X60,3,0.4254545514599862
106,X15,X1,3,0.0084332503148686
4914,X99,X63,2,0.2764266685622202
3508,X84,X22,3,0.0821696655735718
4490,X95,X25,3,0.0547158875677005
