Unnamed: 0,var1,var2,distance,mutual_information
3402,X82,X81,2,0.0119246268916483
1670,X58,X17,2,0.0246822358958802
564,X34,X3,2,0.0113202317002528
207,X20,X17,2,0.0386685695038012
1646,X57,X50,2,0.0097034960433249
4006,X90,X1,2,0.050776817288148
170,X18,X17,3,0.0151513923009325
1381,X53,X3,2,0.0166916801839572
1590,X56,X50,3,0.0115844930454932
303,X25,X3,2,0.0099002001085491
3744,X87,X3,2,0.1968340380246633
586,X34,X25,2,0.0918930575415533
650,X36,X20,3,0.0386199200974372
1635,X57,X39,3,0.0467120441883472
4926,X99,X75,3,0.0143922750800302
2848,X75,X73,3,0.0123086878212298
4483,X95,X18,2,0.042416806821324
1616,X57,X20,4,0.0130469852746793
4908,X99,X57,2,0.0480775755786452
4901,X99,X50,2,0.0274272871974916
4174,X91,X79,2,0.0705736976995959
3808,X87,X67,3,0.18219380314642
2831,X75,X56,2,0.018436967447386
4378,X94,X7,2,0.3670652409472505
3130,X79,X49,2,0.0331736455336216
