Unnamed: 0,var1,var2,distance,mutual_information
1972,X63,X19,2,0.0634142338030044
903,X43,X0,3,0.0305857926007496
3185,X80,X25,2,0.1642896497513817
1991,X63,X38,2,0.5055555500163802
3966,X89,X50,2,0.0196631835604101
4018,X90,X13,3,0.0199583746339993
794,X40,X14,4,0.0182480682402611
3234,X80,X74,3,0.0398154668024666
4670,X97,X14,2,0.223770108968773
3200,X80,X40,3,0.0250927053178945
4482,X95,X17,3,0.0956820401399665
3892,X88,X64,2,0.0297013708978967
463,X30,X28,2,0.0514117068277997
4035,X90,X30,2,0.0606509789053564
4130,X91,X35,2,0.0179106393958337
2460,X70,X45,2,0.0201882924958994
125,X16,X5,3,0.0386057743351262
3095,X79,X14,2,0.0286349461725905
4033,X90,X28,2,0.0474386053150736
4696,X97,X40,2,0.0406426080833328
814,X40,X34,4,0.0176734128991875
4266,X92,X80,2,0.02436275805821
2715,X74,X14,4,0.0286886961126963
708,X38,X5,2,0.146205741731026
4730,X97,X74,2,0.0657805495802976
