Unnamed: 0,var1,var2,distance,mutual_information
3550,X84,X64,2,0.057312291357015
535,X33,X7,3,0.2243558086575184
442,X30,X7,2,0.1446437242762345
2779,X75,X4,2,0.0744090615069781
1183,X49,X7,5,0.0203973122405824
3261,X81,X21,2,0.0235126887718366
1760,X59,X49,2,0.1441749319431096
4581,X96,X21,2,0.0993464126120941
1264,X50,X39,2,0.0414820915539783
2465,X70,X50,4,0.0400925521280722
1274,X50,X49,3,0.0414649171562642
2447,X70,X32,5,0.0202942356920564
802,X40,X22,2,0.0189956903583188
3240,X81,X0,2,0.0346375674897558
3771,X87,X30,4,0.1027435093469859
1208,X49,X32,4,0.0204289311256484
2422,X70,X7,6,0.0202628303305306
2474,X70,X59,3,0.1425727039385523
526,X32,X30,3,0.1436378679559118
382,X28,X4,2,0.2535463962815359
3170,X80,X10,2,0.2028222907479278
752,X39,X11,2,0.0809432262705576
560,X33,X32,2,0.2247256010131925
558,X33,X30,3,0.0620932600362931
3781,X87,X40,3,0.3085385463653346
