Unnamed: 0,var1,var2,distance,mutual_information
2912,X76,X62,2,0.0453892469095245
1955,X63,X2,2,0.1857720263788976
1431,X54,X0,2,0.0289025316446051
3383,X82,X62,2,0.4514059287911746
758,X39,X17,3,0.0911575166085712
1891,X62,X0,2,0.04303481042651
618,X35,X23,3,0.0509349435099479
612,X35,X17,4,0.0428896849014956
3389,X82,X68,2,0.0430031383171976
2483,X70,X68,3,0.0960578701899375
3992,X89,X76,3,0.0442440921151136
3005,X78,X2,2,0.0250382989940001
3066,X78,X63,2,0.1227603491841998
3293,X81,X53,2,0.0732551669137376
3260,X81,X20,2,0.0482507801352801
938,X43,X35,2,0.0945547823479008
4277,X92,X91,3,0.0325169515423939
752,X39,X11,2,0.1046850402962432
2880,X76,X30,2,0.0325117571886912
2318,X68,X40,2,0.1008627328577068
1893,X62,X2,3,0.0513839454298885
4345,X93,X67,2,0.0373200726171025
606,X35,X11,3,0.0353284354053763
3333,X82,X12,3,0.1053636620146894
920,X43,X17,2,0.2482766204786852
