Unnamed: 0,var1,var2,distance,mutual_information
2830,X75,X55,2,0.2842407871422082
1897,X62,X6,2,0.0692867266586942
1888,X61,X58,2,0.0555158850763683
1875,X61,X45,2,0.458369336773812
3316,X81,X76,3,0.0641908232737197
3,X3,X0,2,0.0554962894071298
3606,X85,X36,3,0.1007450088768944
1670,X58,X17,3,0.0529467068760806
649,X36,X19,2,0.1774729161775867
2432,X70,X17,3,0.0830004284365141
3640,X85,X70,2,0.2238566771899764
3246,X81,X6,2,0.0470320722111825
2476,X70,X61,2,0.086942212912105
3288,X81,X48,2,0.2403214161156909
3078,X78,X75,2,0.1975853611874885
2495,X71,X10,2,0.0484898759111207
1188,X49,X12,2,0.0571246384876504
4786,X98,X33,2,0.1583735608478609
1499,X55,X14,2,0.2370862285808609
3628,X85,X58,4,0.0485698109815132
1497,X55,X12,3,0.0540534192256458
1476,X54,X45,3,0.3538853214155533
1683,X58,X30,3,0.0512673400696294
1448,X54,X17,2,0.4562036165000557
3321,X82,X0,2,0.0518356971669295
