Unnamed: 0,var1,var2,distance,mutual_information
3068,X78,X65,2,0.0167158176664267
429,X29,X23,2,0.2173760904334895
1293,X51,X18,2,0.0277929786349413
4150,X91,X55,2,0.148407667036925
2344,X68,X66,2,0.0208027882590037
2713,X74,X12,2,0.220182625980562
1480,X54,X49,3,0.0178515027961847
418,X29,X12,3,0.1011276417929917
3235,X80,X75,2,0.1442758141471523
3057,X78,X54,3,0.0367147237658239
2766,X74,X65,2,0.0216182301901356
265,X23,X12,5,0.0405263542995018
2398,X69,X52,2,0.2021091538851084
2774,X74,X73,2,0.101491771266571
3052,X78,X49,2,0.0640569787783032
2830,X75,X55,3,0.070553508603072
30,X8,X2,2,0.0319955576932893
3076,X78,X73,4,0.0403497251415586
3590,X85,X20,2,0.0173779835687726
1301,X51,X26,2,0.1472381047731414
2438,X70,X23,4,0.0709838661492993
1953,X63,X0,2,0.0797224479254228
2469,X70,X54,2,0.0874754976172145
47,X10,X2,2,0.0340777480361483
2444,X70,X29,2,0.1837448410464588
