Unnamed: 0,var1,var2,distance,mutual_information
1784,X60,X14,2,0.1382304167308908
4494,X95,X29,3,0.0677410425186943
1875,X61,X45,2,0.0513846850344693
468,X31,X3,2,0.0605166601319808
1635,X57,X39,2,0.3282385285385619
318,X25,X18,2,0.0593302037691225
4475,X95,X10,2,0.0709084694544473
925,X43,X22,2,0.1165560774084096
3206,X80,X46,2,0.1460977186808159
924,X43,X21,4,0.1248817299452712
3749,X87,X8,4,0.1882653709207242
3170,X80,X10,3,0.0682900606126949
853,X41,X33,3,0.039712233158321
1887,X61,X57,3,0.0512914953512191
549,X33,X21,2,0.0512945099725689
4509,X95,X44,2,0.057319505651551
3812,X87,X71,2,0.4000528554519599
4157,X91,X62,2,0.1939733255316472
1791,X60,X21,3,0.1250505011284067
3869,X88,X41,3,0.0573657184496522
2823,X75,X48,2,0.0588848065412562
2003,X63,X50,2,0.3329155986923366
3189,X80,X29,2,0.0698091212944375
2493,X71,X8,2,0.288652524701628
3616,X85,X46,2,0.0415235555656719
