Unnamed: 0,var1,var2,distance,mutual_information
4359,X93,X81,3,0.0689272115631904
3770,X87,X29,2,0.1392121251386048
3844,X88,X16,2,0.1492645503159465
2311,X68,X33,2,0.0817973592354276
431,X29,X25,2,0.0657502396250089
409,X29,X3,2,0.0748238867074305
158,X18,X5,2,0.2176126505901165
4330,X93,X52,2,0.0767776277605489
41,X9,X5,3,0.2258061846679446
4283,X93,X5,2,0.3822130632611276
663,X36,X33,4,0.12824866764056
415,X29,X9,2,0.2467740600841654
3243,X81,X3,2,0.2492890432437574
1237,X50,X12,2,0.062406337010128
4124,X91,X29,3,0.0583321091210992
39,X9,X3,2,0.0616469847212237
3571,X85,X1,2,0.1011209718704593
4292,X93,X14,2,0.1264600359520705
4543,X95,X78,2,0.0562015566294493
1258,X50,X33,2,0.153074224006253
3114,X79,X33,3,0.1283692049999945
4318,X93,X40,2,0.090482937647511
1355,X52,X29,3,0.0583161357931917
4135,X91,X40,2,0.4446844141143115
4369,X93,X91,2,0.075972163293326
