Unnamed: 0,var1,var2,distance,mutual_information
1165,X48,X37,2,0.1070263159191475
3696,X86,X41,2,0.1920176149664451
1147,X48,X19,2,0.5256052671925655
4418,X94,X47,3,0.1054006759606129
3457,X83,X54,4,0.130043497830975
3471,X83,X68,2,0.1647712590436152
2035,X64,X19,2,0.0237949224999595
3329,X82,X8,2,0.0404270216782986
1965,X63,X12,2,0.1871075734796006
2890,X76,X40,2,0.4169510584785578
22,X7,X1,2,0.0251666128025374
2244,X67,X33,2,0.0236303620157469
1959,X63,X6,2,0.1236234381998454
4440,X94,X69,2,0.6283596098507229
2064,X64,X48,2,0.0237859465258936
1169,X48,X41,3,0.1773666397230613
194,X20,X4,2,0.096026982311572
201,X20,X11,3,0.0297228124123285
3135,X79,X54,2,0.0172539895438953
944,X43,X41,2,0.0322310031453866
1643,X57,X47,2,0.1054285018974376
2678,X73,X50,2,0.162582445031239
4423,X94,X52,3,0.0409539641097115
2332,X68,X54,2,0.4283211090756463
4409,X94,X38,3,0.0530024817019421
