Unnamed: 0,var1,var2,distance,mutual_information
361,X27,X10,2,0.160458894282123
690,X37,X24,2,0.0528215315680874
3104,X79,X23,2,0.5611692742190357
4332,X93,X54,2,0.1577481499724192
1428,X53,X50,2,0.0080033767825236
2509,X71,X24,2,0.0216286554829336
1670,X58,X17,2,0.010424723953958
2535,X71,X50,2,0.064598971743192
4829,X98,X76,2,0.0116744898439556
3461,X83,X58,3,0.0078696424497117
2363,X69,X17,2,0.0091464452554459
956,X44,X10,2,0.0260020458286504
4599,X96,X39,2,0.0080470806414874
526,X32,X30,2,0.0198068956425404
2559,X72,X3,2,0.0502939072699628
4361,X93,X83,2,0.0139564782838438
3920,X89,X4,2,0.0335905497375899
1228,X50,X3,3,0.026797386570287
3472,X83,X69,3,0.0069605164497429
3752,X87,X11,2,0.0344040858625774
3375,X82,X54,2,0.1697834890191798
3440,X83,X37,2,0.0179182289058659
2478,X70,X63,2,0.0161076778607659
2980,X77,X54,2,0.0073902526837122
4288,X93,X10,2,0.0079674499479064
