Unnamed: 0,var1,var2,distance,mutual_information
3678,X86,X23,2,0.06541140782727
4419,X94,X48,2,0.0681877996654415
167,X18,X14,3,0.1998173719030387
1181,X49,X5,3,0.073586565324499
2797,X75,X22,2,0.2162876495114426
2150,X66,X5,2,0.1851827995484663
1730,X59,X19,2,0.0684059073709248
109,X15,X4,3,0.1406874303724349
106,X15,X1,3,0.2253876930292029
2349,X69,X3,2,0.0560103677365403
2786,X75,X11,2,0.082137426167404
2193,X66,X48,2,0.1461781182733056
1133,X48,X5,2,0.0772851676967888
2168,X66,X23,3,0.0506381505871907
3658,X86,X3,2,0.1933143842411362
211,X21,X1,2,0.3185410095862633
2194,X66,X49,3,0.1402849790565416
1818,X60,X48,2,0.0627739432964374
4420,X94,X49,3,0.0650471602836056
4376,X94,X5,2,0.0702066995688354
214,X21,X4,2,0.1946271825563811
2006,X63,X53,2,0.0855913542373977
2123,X65,X43,2,0.3244353177019374
1775,X60,X5,2,0.0619007688064229
1155,X48,X27,2,0.053460354103682
