Unnamed: 0,var1,var2,distance,mutual_information
4899,X99,X48,2,0.1090717180617903
3090,X79,X9,2,0.12054677740362
68,X12,X2,2,0.0782111658477988
4909,X99,X58,2,0.0511552126508914
3930,X89,X14,3,0.1599949616117045
3095,X79,X14,2,0.1835497509917091
2609,X72,X53,2,0.0890290852755368
1132,X48,X4,3,0.1083126287963341
3159,X79,X78,3,0.125818101462068
210,X21,X0,2,0.1751619007549231
100,X14,X9,2,0.1758420803474298
2546,X71,X61,4,0.0428372299559746
3994,X89,X78,4,0.0953822081670962
3108,X79,X27,2,0.1109223999052084
3975,X89,X59,2,0.0381620657716337
2339,X68,X61,3,0.1203766490250404
1725,X59,X14,3,0.0646648989103067
3012,X78,X9,3,0.1054781960676695
4680,X97,X24,2,0.0376956217603985
3570,X85,X0,3,0.0333406950340223
1083,X47,X2,2,0.0845458256358072
4614,X96,X54,2,0.0765830859105538
3020,X78,X17,6,0.0444368748082441
3950,X89,X34,2,0.2648059553420884
588,X34,X27,3,0.2643232691011556
