Unnamed: 0,var1,var2,distance,mutual_information
1155,X48,X27,2,0.0451586923162611
2915,X76,X65,2,0.2088175128462383
960,X44,X14,2,0.0356430350873103
578,X34,X17,2,0.2206046745860002
4312,X93,X34,3,0.1101197977842149
2896,X76,X46,3,0.1032492139354883
2972,X77,X46,2,0.1319703336117727
3058,X78,X55,2,0.0262011631611355
4531,X95,X66,2,0.0289512642665016
1488,X55,X3,2,0.1282183795970836
2295,X68,X17,3,0.1919018491869445
4821,X98,X68,3,0.1659852923556795
4468,X95,X3,3,0.0288894108573627
1816,X60,X46,2,0.1040522571145419
2857,X76,X7,2,0.0292257677977755
2986,X77,X60,2,0.1312110810249892
3025,X78,X22,2,0.0704009380274928
2503,X71,X18,2,0.0483746399629053
1425,X53,X47,3,0.2346525056479408
4359,X93,X81,3,0.0704421966965659
4846,X98,X93,3,0.0821151321148285
3197,X80,X37,2,0.0311446774261312
1555,X56,X15,2,0.1378550284099959
3806,X87,X65,2,0.0251591580702832
4414,X94,X43,2,0.0248650323762807
