Unnamed: 0,var1,var2,distance,mutual_information
1259,X50,X34,2,0.0670714817976165
2583,X72,X27,2,0.207231734975017
4623,X96,X63,2,0.0398879335015277
353,X27,X2,3,0.0313789150460707
1991,X63,X38,3,0.0237174538276159
4675,X97,X19,4,0.100082781657715
2146,X66,X1,2,0.0214439556552566
2127,X65,X47,2,0.0792648737064179
4806,X98,X53,2,0.1077608178848563
4672,X97,X16,4,0.0647384222219616
657,X36,X27,2,0.0323276760854544
1462,X54,X31,2,0.2293629156986595
2032,X64,X16,3,0.2149120282892704
4467,X95,X2,3,0.0506572589094836
2013,X63,X60,2,0.0201870391359148
4653,X96,X93,2,0.0259432478155256
2592,X72,X36,2,0.0684998124813743
3884,X88,X56,2,0.1330964748558595
1715,X59,X4,2,0.033372398105143
4591,X96,X31,3,0.0317704853396065
1849,X61,X19,2,0.4701908109286915
4136,X91,X41,2,0.0867581014605835
187,X19,X16,2,0.2533971351358948
3890,X88,X62,2,0.0481164297294368
2136,X65,X56,3,0.045933703807771
