Unnamed: 0,var1,var2,distance,mutual_information
832,X41,X12,2,0.0456814658559042
4141,X91,X46,2,0.0114156090076992
3686,X86,X31,2,0.0287487149458644
4184,X91,X89,2,0.0134736628074554
3428,X83,X25,2,0.2163855623167616
3614,X85,X44,2,0.1757391664835837
1912,X62,X21,2,0.51143359743729
1014,X45,X24,3,0.0949286006138946
1786,X60,X16,3,0.0374964615408959
121,X16,X1,2,0.2562985484703689
996,X45,X6,2,0.0494864937230171
439,X30,X4,3,0.0775153885270812
1937,X62,X46,3,0.0105095873343962
428,X29,X22,2,0.034686739625008
1939,X62,X48,2,0.0686709810342383
1056,X46,X21,3,0.0105652226702697
2190,X66,X45,4,0.0566245582993556
2146,X66,X1,2,0.2859845376866799
1985,X63,X32,3,0.0088820941201968
1180,X49,X4,2,0.0153428005558314
3601,X85,X31,3,0.0287419194139972
308,X25,X8,2,0.1751277870977701
3756,X87,X15,2,0.0123844349675234
4077,X90,X72,2,0.0273641243055451
235,X22,X4,4,0.0124438857831156
