Unnamed: 0,var1,var2,distance,mutual_information
1257,X50,X32,2,0.1140216174562764
632,X36,X2,2,0.0354194253396324
3135,X79,X54,3,0.1668645628853217
3095,X79,X14,2,0.1703607873957744
1299,X51,X24,2,0.3310293090364313
1810,X60,X40,2,0.4282057343117845
3804,X87,X63,2,0.124994568186755
1315,X51,X40,3,0.0679390877663863
1241,X50,X16,2,0.1215398556909014
1821,X60,X51,3,0.05252877884605
804,X40,X24,3,0.0554567537261554
1602,X57,X6,2,0.0574828125814673
3621,X85,X51,2,0.0317357636316208
512,X32,X16,2,0.0674637694020519
3452,X83,X49,2,0.2372608974123218
1758,X59,X47,2,0.107135651938964
4461,X94,X90,2,0.0519976327416924
1217,X49,X41,2,0.2306482742724807
91,X14,X0,2,0.0995109574427756
807,X40,X27,2,0.069499316368465
2202,X66,X57,2,0.0419170388499883
3444,X83,X41,2,0.1146569529926833
1794,X60,X24,3,0.0423496672314524
2051,X64,X35,2,0.0271341376082772
1311,X51,X36,2,0.0684473353748421
