Unnamed: 0,var1,var2,distance,mutual_information
1325,X51,X50,2,0.1027603787933831
3402,X82,X81,2,0.0703146432527849
3631,X85,X61,2,0.0502419768671217
3291,X81,X51,3,0.0671274435749521
759,X39,X18,2,0.066436529940527
3294,X81,X54,2,0.0552441261537193
2690,X73,X62,2,0.0622337482795845
1613,X57,X17,2,0.0601858619313218
1098,X47,X17,2,0.0278376020638853
749,X39,X8,3,0.0454537689155832
2234,X67,X23,2,0.0688733130809022
1319,X51,X44,3,0.0174132562051561
2725,X74,X24,2,0.2427952683948518
2911,X76,X61,3,0.089800033651565
4146,X91,X51,2,0.0285184983767163
386,X28,X8,2,0.0480051584604251
4096,X91,X1,2,0.0596942800393
3316,X81,X76,2,0.0889089347363331
4086,X90,X81,2,0.12849648643163
3651,X85,X81,3,0.0502330760716043
4055,X90,X50,3,0.0876094688402658
569,X34,X8,2,0.0350624437879009
4101,X91,X6,2,0.035223623841637
4343,X93,X65,2,0.0204428126937613
3136,X79,X55,2,0.0409053472301942
