Unnamed: 0,var1,var2,distance,mutual_information
1281,X51,X6,3,0.0292348171902517
1783,X60,X13,2,0.0706714175772476
3731,X86,X76,3,0.0397680864059099
366,X27,X15,3,0.0171777503177582
4378,X94,X7,2,0.064749480818732
1675,X58,X22,3,0.098940236733928
875,X42,X14,3,0.0150196766623583
3890,X88,X62,2,0.065864069501604
3537,X84,X51,2,0.2034325412922615
4209,X92,X23,2,0.0141773826044424
682,X37,X16,2,0.1192063695474012
3132,X79,X51,2,0.1482148538987272
2094,X65,X14,2,0.0395555844109063
756,X39,X15,2,0.022079833472018
3855,X88,X27,2,0.0227482309379616
1144,X48,X16,2,0.05880083730203
1882,X61,X52,2,0.0232496335029378
2105,X65,X25,2,0.0304089643935992
2871,X76,X21,2,0.0919931236271501
2068,X64,X52,2,0.0433835907730116
3726,X86,X71,2,0.103839244589811
1492,X55,X7,2,0.0178865508604201
3579,X85,X9,2,0.0154819772384167
805,X40,X25,2,0.0528975689050161
2589,X72,X33,2,0.0390113590206583
