Unnamed: 0,var1,var2,distance,mutual_information
4687,X97,X31,3,0.1691486087058046
1556,X56,X16,3,0.0240575963993298
2038,X64,X22,2,0.1567517170758359
3195,X80,X35,2,0.0756292156881224
2472,X70,X57,3,0.1639606076482579
2139,X65,X59,2,0.0625736281552133
1786,X60,X16,2,0.1937978799601167
1617,X57,X21,2,0.2872994419137059
1102,X47,X21,2,0.0235547316582832
605,X35,X10,2,0.1889805442369653
4744,X97,X88,2,0.0272434680961547
3894,X88,X66,2,0.0738919348858503
2749,X74,X48,2,0.0283933128460788
2459,X70,X44,2,0.2653695709056995
1306,X51,X31,3,0.0852561276950683
428,X29,X22,3,0.1072624990718888
2036,X64,X20,2,0.1886400243874295
1148,X48,X20,3,0.122486864863139
3772,X87,X31,4,0.0613871673940052
4061,X90,X56,2,0.0268529380924538
2901,X76,X51,2,0.0725473005878263
469,X31,X4,2,0.2229653322856959
689,X37,X23,2,0.0393210827588715
4375,X94,X4,2,0.0525554323399077
1620,X57,X24,2,0.0310569635547934
