Unnamed: 0,var1,var2,distance,mutual_information
3056,X78,X53,3,0.0509720324415785
2222,X67,X11,2,0.0431858042761841
3224,X80,X64,2,0.0317317357495218
2429,X70,X14,4,0.0301635047631155
3171,X80,X11,2,0.040951809105128
2491,X71,X6,2,0.043276802549821
4821,X98,X68,2,0.1520215035910274
2446,X70,X31,3,0.0551363483829108
421,X29,X15,3,0.0424661604792819
2920,X76,X70,2,0.0969499483919866
4808,X98,X55,3,0.0902698352172316
1630,X57,X34,2,0.1846030793916366
1837,X61,X7,3,0.042477758250737
1433,X54,X2,2,0.0276706388660889
1418,X53,X40,2,0.0616597633952588
1501,X55,X16,2,0.0925836123784476
2410,X69,X64,3,0.0263384172575601
321,X25,X21,2,0.0241028775518936
480,X31,X15,2,0.0404034308985759
2333,X68,X55,3,0.0310724551090669
2542,X71,X57,3,0.0406815224481864
2879,X76,X29,2,0.0976749462553793
4509,X95,X44,2,0.2308844748148323
112,X15,X7,2,0.1882925066030296
2864,X76,X14,2,0.0660134962994482
