Unnamed: 0,var1,var2,distance,mutual_information
4442,X94,X71,2,0.0267256080707559
3207,X80,X47,2,0.0165297106107604
4434,X94,X63,2,0.0132115587989538
2510,X71,X25,3,0.018356086310649
1403,X53,X25,2,0.0185311608539173
4430,X94,X59,2,0.0838070586054351
3438,X83,X35,3,0.0142883900794131
3028,X78,X25,2,0.0843771182608199
1259,X50,X34,2,0.2234211106227135
1526,X55,X41,3,0.023943231000298
2449,X70,X34,3,0.0472516368575772
3412,X83,X9,2,0.0185705399398727
2328,X68,X50,2,0.0175098220188633
3471,X83,X68,2,0.1290183077866309
677,X37,X11,3,0.0542762522785267
319,X25,X19,2,0.0860600483396099
2312,X68,X34,2,0.0344039963564723
992,X45,X2,2,0.4515222910429643
2668,X73,X40,2,0.0479334931111659
2101,X65,X21,2,0.0191158545088502
4382,X94,X11,3,0.0669005213827979
4157,X91,X62,2,0.0159695958027938
1857,X61,X27,2,0.0412516343739545
2513,X71,X28,3,0.0136612548319979
3451,X83,X48,3,0.0414145090568168
