Unnamed: 0,var1,var2,distance,mutual_information
3766,X87,X25,2,0.0381598496033646
3537,X84,X51,3,0.0262337562709886
2403,X69,X57,2,0.2030085150298429
1598,X57,X2,2,0.0326848446068137
2131,X65,X51,3,0.033981814585948
4829,X98,X76,2,0.0351954993407185
3712,X86,X57,3,0.0414909460073788
2891,X76,X41,2,0.028808486557994
366,X27,X15,3,0.0399871330728859
852,X41,X32,2,0.0413914635947652
2994,X77,X68,2,0.1458938199792155
3647,X85,X77,2,0.0273057288832334
979,X44,X33,2,0.0351289487772498
661,X36,X31,2,0.5894319920939526
3551,X84,X65,2,0.0333909779328426
252,X22,X21,2,0.0353069811650891
2361,X69,X15,3,0.1380386154211738
3687,X86,X32,2,0.1058427555442422
2348,X69,X2,2,0.0685795822803445
1831,X61,X1,2,0.0398863358549156
1091,X47,X10,2,0.0766829749369812
1629,X57,X33,2,0.1005212334709001
3670,X86,X15,4,0.0280962819971711
4471,X95,X6,2,0.25277684703062
287,X24,X11,2,0.0402794323957974
