Unnamed: 0,var1,var2,distance,mutual_information
1679,X58,X26,2,0.0470084510717369
1570,X56,X30,3,0.0224069142094622
3150,X79,X69,3,0.2481980039003924
1467,X54,X36,4,0.0129936936818681
2449,X70,X34,2,0.0527732581726131
2884,X76,X34,2,0.0835843384721461
3428,X83,X25,2,0.0107987770138827
75,X12,X9,2,0.0282219245644867
3156,X79,X75,2,0.0210598251538862
4307,X93,X29,3,0.0312938120769281
1545,X56,X5,2,0.0679420651345809
1675,X58,X22,2,0.0168885980332892
1682,X58,X29,2,0.4470081795392348
3110,X79,X29,4,0.2147357027345637
387,X28,X9,2,0.2256842208716771
2464,X70,X49,3,0.0107093072437767
2949,X77,X23,2,0.0117585644661295
3139,X79,X58,2,0.256664668930177
3135,X79,X54,5,0.0109085658819772
2400,X69,X54,2,0.0265812024001248
432,X29,X26,4,0.0385013172535367
2534,X71,X49,2,0.0836007739575706
1454,X54,X23,2,0.1504484029314474
1122,X47,X41,2,0.0176448386889794
1571,X56,X31,2,0.0181058970328155
