Unnamed: 0,var1,var2,distance,mutual_information
333,X26,X8,2,0.0681639028394269
911,X43,X8,2,0.2096382105866009
1650,X57,X54,2,0.1168161555755741
3392,X82,X71,3,0.0581266396144255
2070,X64,X54,3,0.0531960000774531
892,X42,X31,2,0.0556747401866792
3010,X78,X7,3,0.0532646880644074
2097,X65,X17,2,0.0958743090387651
3037,X78,X34,2,0.0572037557420888
4664,X97,X8,2,0.0758306144030214
2223,X67,X12,3,0.0849334583007038
3334,X82,X13,2,0.4003839066994457
88,X13,X10,3,0.1480616273775246
4807,X98,X54,2,0.0631608678564387
2787,X75,X12,3,0.1019299393362029
540,X33,X12,2,0.1344570766907857
2775,X75,X0,3,0.1699909939377837
2811,X75,X36,2,0.4013040828706582
3060,X78,X57,2,0.0622237728997841
3333,X82,X12,2,0.1080529595493985
30,X8,X2,2,0.0663085815362474
527,X32,X31,2,0.1154862216297075
2164,X66,X19,2,0.1404723383385457
83,X13,X5,3,0.1038277555024357
439,X30,X4,2,0.1292757215975624
