Unnamed: 0,var1,var2,distance,mutual_information
2779,X75,X4,2,0.1075216609965995
2220,X67,X9,2,0.0288809543680186
4691,X97,X35,3,0.1129852139483455
4332,X93,X54,3,0.0423408481699811
432,X29,X26,2,0.0952382012862558
3298,X81,X58,3,0.0527602797316199
3286,X81,X46,2,0.1161017845075858
2057,X64,X41,2,0.4803052237601602
3741,X87,X0,2,0.0258159963213235
1445,X54,X14,4,0.0416196559695516
2050,X64,X34,3,0.0913123928175668
3240,X81,X0,2,0.0381532600102265
4292,X93,X14,2,0.6665027306896879
3081,X79,X0,2,0.1901286993817097
453,X30,X18,2,0.1183896079392515
1406,X53,X28,2,0.0353089052722202
2727,X74,X26,2,0.0568979259753227
4180,X91,X85,2,0.10876079212769
2051,X64,X35,4,0.0912577372549902
4031,X90,X26,2,0.0918615415723133
3254,X81,X14,3,0.1116221970053721
610,X35,X15,2,0.0323786338287953
1667,X58,X14,4,0.2624870158779979
4690,X97,X34,2,0.1130987142063805
2256,X67,X45,3,0.0287708226736569
