Unnamed: 0,var1,var2,distance,mutual_information
3784,X87,X43,2,0.0101647372517616
1066,X46,X31,2,0.0301291955819054
3762,X87,X21,2,0.0903037509953531
4207,X92,X21,2,0.1362983184485996
1680,X58,X27,3,0.0460010017280449
3942,X89,X26,2,0.0443651112010547
4273,X92,X87,2,0.0681981109905472
2957,X77,X31,3,0.0372812136276851
439,X30,X4,3,0.0829527051979626
834,X41,X14,3,0.0136883724116193
1885,X61,X55,2,0.0491488169861509
357,X27,X6,2,0.0177777704238499
1460,X54,X29,2,0.0145946382779588
2969,X77,X43,2,0.0150214879968847
1036,X46,X1,2,0.0403464583254851
4232,X92,X46,3,0.0157337260178092
847,X41,X27,2,0.0118466391551614
2241,X67,X30,2,0.0288421552708663
2947,X77,X21,2,0.0090487168983954
2689,X73,X61,2,0.0226667378714441
3974,X89,X58,3,0.0405691689565933
4654,X96,X94,2,0.0133834701816673
2841,X75,X66,2,0.0157175352343562
1772,X60,X2,2,0.0092150791430908
1413,X53,X35,2,0.0612733236018323
