Unnamed: 0,var1,var2,distance,mutual_information
4725,X97,X69,2,0.148283245953756
3320,X81,X80,2,0.2469073437594408
233,X22,X2,3,0.2159509836110935
2309,X68,X31,3,0.1488125268031279
3209,X80,X49,2,0.1969040840581178
4175,X91,X80,2,0.1748733520927036
4098,X91,X3,3,0.1619782805057692
3957,X89,X41,4,0.2264445647016554
4798,X98,X45,2,0.365935122075781
444,X30,X9,2,0.0948033790493946
2148,X66,X3,2,0.620712330142523
2323,X68,X45,4,0.1116264766947133
518,X32,X22,2,0.4085882200044518
4451,X94,X80,2,0.1026627923502651
3306,X81,X66,3,0.2466191288462837
3773,X87,X32,2,0.1452038610023986
4794,X98,X41,3,0.2684463063627949
4182,X91,X87,3,0.1278299361983785
234,X22,X3,4,0.1362930536405537
1572,X56,X32,3,0.2891668763876889
3807,X87,X66,2,0.43964371154368
4151,X91,X56,2,0.3355014015227993
1543,X56,X3,5,0.0963416062486292
4097,X91,X2,2,0.2605011426790727
4827,X98,X74,3,0.1800912646317017
