Unnamed: 0,var1,var2,distance,mutual_information
736,X38,X33,3,0.1179705610746062
1263,X50,X38,2,0.0822894316709584
2384,X69,X38,3,0.0796641194345613
899,X42,X38,2,0.0944601369658197
4481,X95,X16,2,0.212339866558246
1258,X50,X33,3,0.0680756166738169
2157,X66,X12,3,0.0626501111138174
4514,X95,X49,2,0.1024424667361539
356,X27,X5,2,0.1205732992222819
2183,X66,X38,2,0.3773569737448882
1192,X49,X16,2,0.1005440833369689
4732,X97,X76,2,0.1757277320839539
2373,X69,X27,3,0.130164572984164
2825,X75,X50,3,0.0706378472152561
3519,X84,X33,2,0.1636300699306521
2713,X74,X12,2,0.1110140409737388
3536,X84,X50,3,0.0573720952561947
421,X29,X15,2,0.1038001669622437
3988,X89,X72,2,0.1456049975838695
2195,X66,X50,4,0.0558790611173308
4717,X97,X61,3,0.0802466260373408
2172,X66,X27,4,0.0626696269416906
3172,X80,X12,2,0.057977053784727
2728,X74,X27,3,0.1109341382456439
2412,X69,X66,4,0.0648286675293085
