Unnamed: 0,var1,var2,distance,mutual_information
2351,X69,X5,2,0.0211529385782704
3203,X80,X43,3,0.0112219738166666
4720,X97,X64,2,0.0063041174305034
4015,X90,X10,2,0.0149888757631914
961,X44,X15,2,0.0410046674982661
4327,X93,X49,2,0.4146230673540385
2722,X74,X21,2,0.0105451456268056
789,X40,X9,2,0.0179765977763271
2657,X73,X29,2,0.0736346791202331
969,X44,X23,2,0.0183908230797996
1781,X60,X11,2,0.006603625275283
4324,X93,X46,4,0.1087280632007391
399,X28,X21,2,0.0176465190033794
4109,X91,X14,2,0.0299024322658474
3508,X84,X22,2,0.0204418424484368
2717,X74,X16,2,0.0260952245811583
2818,X75,X43,2,0.1437478846939958
576,X34,X15,3,0.0358181215858453
1714,X59,X3,2,0.113757485029113
584,X34,X23,3,0.0158966865609463
2135,X65,X55,2,0.0069026796818435
4769,X98,X16,2,0.0128742087407876
4774,X98,X21,2,0.0058748844475894
4405,X94,X34,2,0.2899483446342192
1225,X50,X0,2,0.4868316371719813
