Unnamed: 0,var1,var2,distance,mutual_information
1731,X59,X20,2,0.5440669508794296
1860,X61,X30,2,0.0457798626764974
1771,X60,X1,2,0.0121319130703135
4928,X99,X77,2,0.4453169527766151
2025,X64,X9,2,0.0424201991794553
891,X42,X30,2,0.05695561487486
2510,X71,X25,2,0.0719158457033679
4888,X99,X37,3,0.0125865259968223
2338,X68,X60,2,0.0478448494616006
650,X36,X20,2,0.4134301350558433
3570,X85,X0,2,0.0273996285106593
3066,X78,X63,2,0.044386677562601
1998,X63,X45,3,0.0105388888907309
4946,X99,X95,3,0.0129676739924854
4649,X96,X89,2,0.0123823681457203
4919,X99,X68,2,0.0328930110116499
4601,X96,X41,2,0.1350792619448368
3600,X85,X30,2,0.0133440548074117
3957,X89,X41,2,0.0121888105327148
983,X44,X37,2,0.0156704819465951
1647,X57,X51,2,0.0328835964838766
3625,X85,X55,2,0.0742451342773597
4476,X95,X11,2,0.017519616927947
3697,X86,X42,2,0.0653330873831886
1641,X57,X45,2,0.0098748234344066
