Unnamed: 0,var1,var2,distance,mutual_information
4707,X97,X51,3,0.0536584720167645
2868,X76,X18,2,0.1649695331363703
2922,X76,X72,4,0.0639749775571865
2402,X69,X56,2,0.0601984317730472
94,X14,X3,2,0.1561318727155105
1566,X56,X26,2,0.0931328616994961
3742,X87,X1,2,0.1018065392413887
4404,X94,X33,2,0.1662432892498561
2865,X76,X15,3,0.1482687900786595
1555,X56,X15,2,0.4723036373196848
2345,X68,X67,2,0.2392414697167376
2246,X67,X35,2,0.0484325173644656
119,X15,X14,4,0.1077476491778031
3019,X78,X16,2,0.0956170565307411
2364,X69,X18,3,0.0524686986726599
1286,X51,X11,2,0.0562843034023227
2219,X67,X8,3,0.0716167822632979
3492,X84,X6,2,0.244652324363111
2175,X66,X30,2,0.0827269198451133
4154,X91,X59,3,0.0709733400474766
340,X26,X15,4,0.0733537060124081
2684,X73,X56,2,0.0677092392479888
4151,X91,X56,2,0.0743907856771031
4734,X97,X78,2,0.0555457335815165
2876,X76,X26,2,0.2650028125854302
