Unnamed: 0,var1,var2,distance,mutual_information
2702,X74,X1,2,0.037795230911134
3642,X85,X72,3,0.0628533610511339
4083,X90,X78,2,0.4633667941237538
2854,X76,X4,2,0.0744927856822009
3220,X80,X60,2,0.4906852797652945
3972,X89,X56,2,0.2026043262792786
2141,X65,X61,2,0.084476595137041
1688,X58,X35,3,0.0244542566519986
4907,X99,X56,3,0.1967288004988459
2934,X77,X8,2,0.0994430896531542
4909,X99,X58,3,0.2407931520127604
1803,X60,X33,2,0.0334115403817154
4902,X99,X51,2,0.5823210182453882
3193,X80,X33,2,0.0304063542222593
1599,X57,X3,2,0.0216296203636252
3232,X80,X72,3,0.0619937919287416
1386,X53,X8,2,0.0490141279733853
1311,X51,X36,3,0.0190168277097655
3974,X89,X58,2,0.2558231420330429
3064,X78,X61,3,0.1030631759261685
334,X26,X9,2,0.0225275560861835
618,X35,X23,2,0.0936977627290433
1791,X60,X21,2,0.1874234335684088
3630,X85,X60,2,0.4885110121683161
4063,X90,X58,4,0.020111445539508
