Unnamed: 0,var1,var2,distance,mutual_information
2002,X63,X49,2,0.5091654345669254
2343,X68,X65,3,0.044309787853605
3724,X86,X69,2,0.2210579480438625
4178,X91,X83,3,0.0189390640160162
3421,X83,X18,3,0.0368065854691544
4070,X90,X65,2,0.028438195121667
2769,X74,X68,2,0.2041734767383154
2740,X74,X39,2,0.0113933355913614
1467,X54,X36,2,0.4413783073709171
3687,X86,X32,2,0.1915349738708932
4108,X91,X13,4,0.031552236828591
1480,X54,X49,3,0.4306758265405161
4023,X90,X18,2,0.069661135153667
3858,X88,X30,3,0.1247439575739839
1966,X63,X13,3,0.1052694127106718
3824,X87,X83,4,0.0311909761066407
3897,X88,X69,2,0.0547752914982261
4881,X99,X30,3,0.2284063025938254
2123,X65,X43,2,0.0228396692051654
4608,X96,X48,2,0.0204976876319809
3804,X87,X63,2,0.3191589890538747
4182,X91,X87,3,0.0959807051977805
4149,X91,X54,2,0.1639598578650753
3795,X87,X54,3,0.283205474102098
1832,X61,X2,2,0.0652421763224915
