Unnamed: 0,var1,var2,distance,mutual_information
2844,X75,X69,3,0.0625921072359348
2658,X73,X30,2,0.0652729549341325
2405,X69,X59,3,0.0408398699411133
642,X36,X12,4,0.0406920635741197
1927,X62,X36,3,0.0862437945702711
2408,X69,X62,2,0.1596349261683571
2715,X74,X14,3,0.0518343662435472
224,X21,X14,2,0.2868764919453906
3422,X83,X19,3,0.0351431760616265
2575,X72,X19,3,0.0324314183059137
3309,X81,X69,2,0.0346105485511525
2722,X74,X21,3,0.0329098229307136
2614,X72,X58,2,0.1033952264208187
2582,X72,X26,2,0.0541903683587022
964,X44,X18,2,0.061297215864999
2787,X75,X12,2,0.2115102445216656
4398,X94,X27,2,0.0452461647143572
1756,X59,X45,2,0.0822022657959134
2570,X72,X14,4,0.031271107869049
3717,X86,X62,2,0.0339138378889991
98,X14,X7,2,0.1469496219529012
4417,X94,X46,2,0.0378415040437448
717,X38,X14,3,0.0403100509075919
1089,X47,X8,2,0.2529067585761368
1672,X58,X19,3,0.0308420703023299
