Unnamed: 0,var1,var2,distance,mutual_information
3834,X88,X6,2,0.1184658597170815
3903,X88,X75,4,0.1642644909131817
4457,X94,X86,2,0.099037481291498
1589,X56,X49,2,0.3802204670664452
1002,X45,X12,2,0.1747472109469645
4141,X91,X46,2,0.1108055213832283
640,X36,X10,2,0.1191089775306953
308,X25,X8,3,0.046387662241174
2701,X74,X0,2,0.0383368121753124
4651,X96,X91,4,0.0814514552348641
732,X38,X29,2,0.0487694063876105
44,X9,X8,2,0.0614570558431012
2451,X70,X36,2,0.1521389806797558
2626,X72,X70,3,0.103260232793376
4413,X94,X42,2,0.0397909547341495
1140,X48,X12,3,0.0734829782314934
3874,X88,X46,3,0.2160477525202403
4035,X90,X30,4,0.0476973082297524
4459,X94,X88,2,0.1905128760128444
1033,X45,X43,2,0.0945080375127926
751,X39,X10,2,0.0724515802123297
4635,X96,X75,3,0.301200641066267
3661,X86,X6,2,0.0438013363734659
4014,X90,X9,2,0.0756662086660012
2064,X64,X48,2,0.119730485053495
