Unnamed: 0,var1,var2,distance,mutual_information
4710,X97,X54,2,0.0765591080152265
2148,X66,X3,3,0.0424841489392242
1995,X63,X42,2,0.4658712425087116
1840,X61,X10,2,0.1951799959749117
297,X24,X21,2,0.1054678765995154
1242,X50,X17,2,0.2180841260655136
1205,X49,X29,2,0.0979146431271832
2494,X71,X9,2,0.0293549822084576
3384,X82,X63,4,0.1255154346981841
1854,X61,X24,3,0.091350965717234
1284,X51,X9,2,0.0836697190525971
3371,X82,X50,4,0.0932217539690833
2187,X66,X42,3,0.0741656248509925
3326,X82,X5,2,0.073601171687449
2548,X71,X63,2,0.4650550829791366
2527,X71,X42,2,0.6520501259554989
870,X42,X9,2,0.0293691080321714
3363,X82,X42,4,0.1705614148518473
2195,X66,X50,3,0.0395746763979075
1267,X50,X42,2,0.3057100619253373
3370,X82,X49,3,0.0670815517124612
3392,X82,X71,2,0.1724154690326309
3338,X82,X17,4,0.1425672701276006
2853,X76,X3,2,0.1295791580177984
4087,X90,X82,3,0.1714728403204805
