Unnamed: 0,var1,var2,distance,mutual_information
4082,X90,X77,2,0.0502382721054728
422,X29,X16,2,0.0275970329054197
4087,X90,X82,2,0.0641752205994169
1184,X49,X8,3,0.0413468422329288
1636,X57,X40,2,0.0772875578791292
406,X29,X0,2,0.0922254229242526
2072,X64,X56,2,0.3199926102478668
4415,X94,X44,2,0.447679596968045
3176,X80,X16,2,0.1427462833853325
4061,X90,X56,3,0.0261715509398309
3287,X81,X47,2,0.0600128732177118
1941,X62,X50,2,0.0473130788950142
2783,X75,X8,2,0.107489213899346
258,X23,X5,3,0.0343677613288797
2855,X76,X5,2,0.0465220537886608
3724,X86,X69,4,0.055657856015389
3081,X79,X0,2,0.4615421516496221
3298,X81,X58,2,0.0436189656516
3670,X86,X15,3,0.0210022563578652
765,X39,X24,2,0.1253484466144301
2844,X75,X69,2,0.1267103692715578
2677,X73,X49,2,0.0664483657053931
862,X42,X1,2,0.116746790195743
1938,X62,X47,2,0.0325549693221092
3730,X86,X75,4,0.030535579726379
