Unnamed: 0,var1,var2,distance,mutual_information
1717,X59,X6,3,0.0199369276908937
4033,X90,X28,2,0.1148587607321603
4753,X98,X0,2,0.0249780192280775
3087,X79,X6,2,0.3264305382924659
1433,X54,X2,2,0.0155384338319434
950,X44,X4,3,0.1093149457621345
4068,X90,X63,2,0.0326822670735013
1895,X62,X4,2,0.1206507545716386
382,X28,X4,2,0.1650784212616199
171,X19,X0,3,0.0224615630424658
1213,X49,X37,2,0.0318530285175124
2537,X71,X52,2,0.189267693254811
3175,X80,X15,2,0.0747384237723872
1611,X57,X15,3,0.0387517767661706
3162,X80,X2,3,0.0158147747276114
4768,X98,X15,2,0.1215808619890945
1967,X63,X14,2,0.0205503037416203
1731,X59,X20,2,0.0230561726410606
4015,X90,X10,2,0.0439276258870451
4755,X98,X2,2,0.0242673918881716
3202,X80,X42,2,0.0221609025106433
1392,X53,X14,2,0.0501440081303192
1952,X62,X61,2,0.018999897413748
1152,X48,X24,2,0.1730105466764715
1935,X62,X44,2,0.2895558397246496
