Unnamed: 0,var1,var2,distance,mutual_information
54,X10,X9,2,0.032754107412068
2711,X74,X10,3,0.0662106018837383
1635,X57,X39,2,0.083857771692621
3669,X86,X14,2,0.0207824800465445
3936,X89,X20,2,0.0188688366109112
4721,X97,X65,2,0.0375314756644162
953,X44,X7,2,0.0679123606868665
220,X21,X10,2,0.0383988850987704
98,X14,X7,2,0.0628667198990768
3537,X84,X51,2,0.0338519331744951
542,X33,X14,3,0.0751015007006078
1302,X51,X27,2,0.0179296827210955
53,X10,X8,3,0.0327540686654358
681,X37,X15,2,0.1104978397938178
96,X14,X5,3,0.0589661947794935
141,X17,X5,2,0.1055816021505031
535,X33,X7,3,0.0245203923951481
676,X37,X10,4,0.0431922899653605
2115,X65,X35,3,0.0119588932274505
869,X42,X8,2,0.0276182714888461
114,X15,X9,2,0.0230299175932923
960,X44,X14,2,0.205625670519681
4169,X91,X74,2,0.0896092837771171
769,X39,X28,2,0.0272174210288394
4132,X91,X37,3,0.0570059385179294
