Unnamed: 0,var1,var2,distance,mutual_information
1050,X46,X15,3,0.2898453033478709
2234,X67,X23,2,0.0247201352512152
119,X15,X14,2,0.0551486320624954
3799,X87,X58,3,0.0954755478263052
4209,X92,X23,2,0.0470615330968458
2525,X71,X40,2,0.1538782895047082
4811,X98,X58,2,0.1806176245292513
2031,X64,X15,4,0.1191808680490793
1653,X58,X0,3,0.1660377584837665
1437,X54,X6,3,0.0310578148699263
4162,X91,X67,2,0.0794078764445719
3874,X88,X46,2,0.5752797599006885
3803,X87,X62,2,0.2873831463816699
2643,X73,X15,2,0.3095461530860063
4193,X92,X7,3,0.0426939687847723
2251,X67,X40,2,0.0736320445432197
2642,X73,X14,2,0.0866526081975981
1049,X46,X14,3,0.0749686872524904
1891,X62,X0,2,0.5017835125348828
4580,X96,X20,2,0.040812502276808
384,X28,X6,2,0.1198186124721459
216,X21,X6,2,0.0187943581254371
1072,X46,X37,2,0.3778859597230674
2538,X71,X53,3,0.1031979398816191
816,X40,X36,2,0.0262442033075374
