Unnamed: 0,var1,var2,distance,mutual_information
3134,X79,X53,2,0.0239591070410968
1004,X45,X14,2,0.2403838100814379
4799,X98,X46,2,0.0517190475365571
4240,X92,X54,3,0.1450495143694893
1117,X47,X36,2,0.0266507596703153
2096,X65,X16,2,0.0212513628389931
4274,X92,X88,2,0.066371927181241
3589,X85,X19,2,0.26502379860877
1609,X57,X13,2,0.168271227285857
1105,X47,X24,2,0.0297826391030055
1594,X56,X54,2,0.3001803962937646
404,X28,X26,2,0.0659349852815232
694,X37,X28,2,0.0678183502994115
2362,X69,X16,3,0.0354827323112864
2136,X65,X56,2,0.5204373672247834
126,X16,X6,2,0.0598098536072757
348,X26,X23,2,0.0766658114112709
4809,X98,X56,3,0.0565577147897868
2134,X65,X54,2,0.2967772486979132
1679,X58,X26,3,0.0248226831695134
2256,X67,X45,2,0.1809954734572301
3461,X83,X58,2,0.0280096986120675
3279,X81,X39,2,0.1362354383948887
4818,X98,X65,3,0.0558145523025555
4810,X98,X57,2,0.1029317420616292
