Unnamed: 0,var1,var2,distance,mutual_information
474,X31,X9,2,0.0414745299625423
3478,X83,X75,3,0.0634391577243153
3090,X79,X9,2,0.2644322673808987
3301,X81,X61,2,0.0458504066123915
2452,X70,X37,4,0.0460574788151613
3036,X78,X33,2,0.1338752527749112
4643,X96,X83,2,0.07339608625034
544,X33,X16,3,0.0701734749257178
1579,X56,X39,2,0.2492958926510237
1262,X50,X37,2,0.1129953532235338
2439,X70,X24,3,0.0777963089035354
4623,X96,X63,2,0.0997019246955502
617,X35,X22,3,0.0572243056677436
3094,X79,X13,3,0.0615299704731124
2019,X64,X3,2,0.5420835619359933
541,X33,X13,2,0.0518641020801609
4631,X96,X71,2,0.1221183943396764
3947,X89,X31,2,0.0839428782437392
4327,X93,X49,2,0.2568757769299161
2512,X71,X27,3,0.0718336840873622
3024,X78,X21,2,0.0625926598436296
3994,X89,X78,3,0.0701230521901777
3466,X83,X63,2,0.1932940837603804
1201,X49,X25,3,0.0898071098373102
1961,X63,X8,3,0.0410754121559591
