Unnamed: 0,var1,var2,distance,mutual_information
3102,X79,X21,3,0.1371797390541403
2771,X74,X70,2,0.0967609604193321
1834,X61,X4,3,0.1067378044150047
544,X33,X16,2,0.1130673270520531
1600,X57,X4,2,0.1741870841321718
3842,X88,X14,2,0.1340804051634902
1398,X53,X20,2,0.0951960896760178
2096,X65,X16,3,0.1467631439009674
2210,X66,X65,3,0.1046809091190193
4223,X92,X37,2,0.1257984589209754
237,X22,X6,3,0.3537363455027012
4903,X99,X52,2,0.31038115789185
1967,X63,X14,3,0.1297782570658906
400,X28,X22,2,0.5133218323746387
940,X43,X37,2,0.494171677955692
1506,X55,X21,3,0.1566223211114427
4229,X92,X43,2,0.0936929882583877
4884,X99,X33,3,0.0922468398709498
958,X44,X12,2,0.3417760230995229
3144,X79,X63,2,0.1659463693621654
1342,X52,X16,3,0.2525866493822711
4502,X95,X37,3,0.1542258341973509
4916,X99,X65,2,0.2006330749318673
2161,X66,X16,2,0.2916124465867313
2451,X70,X36,2,0.2756018600260078
