Unnamed: 0,var1,var2,distance,mutual_information
957,X44,X11,3,0.0478981536410998
1526,X55,X41,2,0.2300121611779753
2543,X71,X58,2,0.0376489050634755
1838,X61,X8,2,0.0241157777016209
1347,X52,X21,2,0.1185523795874579
256,X23,X3,2,0.0424709586896079
4567,X96,X7,2,0.1772359793398251
2759,X74,X58,2,0.0282651523730774
219,X21,X9,2,0.1565021241878265
2820,X75,X45,2,0.0808780230230898
1656,X58,X3,2,0.0310723212219009
4181,X91,X86,2,0.036238662187113
2466,X70,X51,3,0.0522177747510856
3720,X86,X65,2,0.0377789109348616
1763,X59,X52,2,0.0270444546814923
1335,X52,X9,2,0.2279348878845017
4163,X91,X68,2,0.0514034721253178
1720,X59,X9,2,0.0409824764873941
4877,X99,X26,2,0.0609400007980768
2538,X71,X53,2,0.0423154789122654
1173,X48,X45,2,0.0767533952565055
4818,X98,X65,3,0.0341901858491119
675,X37,X9,3,0.0750141668976112
2288,X68,X10,2,0.1330490312386379
1911,X62,X20,2,0.0274021657848499
