Unnamed: 0,var1,var2,distance,mutual_information
2844,X75,X69,2,0.185015501741122
3110,X79,X29,2,0.0159003981309551
2261,X67,X50,3,0.0253475685824775
399,X28,X21,2,0.0393362169264025
1599,X57,X3,2,0.0327572028939347
1544,X56,X4,2,0.038966493321143
3990,X89,X74,2,0.3159350827456643
3396,X82,X75,3,0.1730872811729875
2497,X71,X12,2,0.0346181940379537
2743,X74,X42,3,0.0188942118624922
3067,X78,X64,2,0.0512139314077433
1491,X55,X6,2,0.0409812319223666
1924,X62,X33,2,0.0431213725419923
2802,X75,X27,4,0.0821330641976167
1590,X56,X50,2,0.0880502248357796
181,X19,X10,2,0.0243006724354505
1158,X48,X30,2,0.2710080803960379
1235,X50,X10,2,0.049480630328863
1489,X55,X4,3,0.0389267000946927
2499,X71,X14,3,0.0149174873793058
1821,X60,X51,2,0.1049533191265887
3737,X86,X82,2,0.4548111143111173
873,X42,X12,3,0.0238683602619822
189,X19,X18,2,0.0116256662885926
3577,X85,X7,2,0.027604637683967
